Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
,,,,50885,33827,07h 01m 21.40s,+70° 48′ 30.0″,5.69,-0.04,457,K4III,
,,,,26755,19983,04h 17m 08.07s,+57° 51′ 37.7″,5.72,1.18,263,K1III,
,,,,22764,17342,03h 42m 42.73s,+59° 58′ 09.8″,5.74,-3.41,2203,K4Ib,
,,,,117566,65595,13h 26m 57.22s,+78° 38′ 37.7″,5.74,0.98,292,G2.5IIIb,
,,,,31134,22936,04h 56m 07.08s,+52° 52′ 11.0″,5.75,-0.08,478,A2Vs,
,,,,45866,31940,06h 40m 28.84s,+77° 59′ 44.9″,5.75,-0.5,579,K5III,
DL Cam,,1,DL,28446,21148,04h 32m 01.84s,+53° 54′ 39.0″,5.78,,,B0III SB,"β Cep variable, Δ*V* = 0.04m"
HD 104985,,,,104985,58952,12h 05m 14.74s,+76° 54′ 21.4″,5.78,0.74,333,G9III,"Tonatiuh,[2] has a planet (b)"
,,,,23005,17585,03h 46m 00.82s,+67° 12′ 06.8″,5.79,2.07,181,F0IV,
,,,,24141,18217,03h 53m 43.19s,+57° 58′ 31.3″,5.8,2.21,170,A5m,
,,,,33541,24732,05h 18m 13.25s,+73° 16′ 05.3″,5.81,0.6,359,A0V,
,,,,23523,17891,03h 49m 36.62s,+63° 17′ 49.6″,5.82,1.57,231,A5Vn,
,,,,25274,19129,04h 06m 03.17s,+68° 40′ 47.9″,5.88,-0.53,623,K2III,
,,,,46509,31946,06h 40m 32.24s,+71° 44′ 55.5″,5.88,-0.66,663,K0III,
,,,,27322,20380,04h 21m 51.82s,+56° 30′ 22.7″,5.91,1.02,310,A3V,
,,,,28780,21452,04h 36m 24.23s,+64° 15′ 41.8″,5.91,0.24,443,A1V,
,,,,112014,62561,12h 49m 06.79s,+83° 25′ 04.1″,5.92,1.75,222,A0V,
,,,,120565,66878,13h 42m 22.94s,+82° 45′ 09.0″,5.92,0.68,364,G9III,
26 Cam,,26,,38091,27249,05h 46m 30.37s,+56° 06′ 56.6″,5.93,2.07,193,A4Vn,
51 Cam,,51,,62066,37949,07h 46m 40.04s,+65° 27′ 20.3″,5.93,0.89,332,K2III:,
,,,,28204,21247,04h 33m 30.62s,+72° 31′ 43.8″,5.94,0.65,373,A8m,
,,,,29678,22361,04h 48m 50.26s,+75° 56′ 29.6″,5.96,2.66,149,A9IV,
,,,,21819,16599,03h 33m 39.10s,+54° 58′ 29.5″,5.98,1.82,222,A3V,
,,,,32356,23766,05h 06m 29.66s,+61° 10′ 11.8″,6,-0.19,563,K5II,
,,,,105943,59384,12h 11m 00.09s,+81° 42′ 35.4″,6,-1.64,1101,K5III:,
