Name,B,F,G.,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
ψ¹ Psc,ψ¹,74,,,6457,5132,01h 05m 41.68s,+21° 27′ 55.7″,5.55,1.38,222,A0Vn,
ψ² Psc,ψ²,79,,,6695,5310,01h 07m 57.11s,+20° 44′ 21.6″,5.56,2.09,161,A3V,
ψ³ Psc,ψ³,81,,,6903,5454,01h 09m 49.20s,+19° 39′ 30.2″,5.57,0.11,403,G0III,
22 Psc,,22,49,,223719,117683,23h 51m 57.83s,+02° 55′ 49.5″,5.59,-2.21,1181,K4II,
72 Psc,,72,,,6397,5081,01h 05m 05.35s,+14° 56′ 45.6″,5.64,1.95,178,F4II-III,
16 Psc,,16,38,,221950,116495,23h 36m 23.35s,+02° 06′ 07.5″,5.68,3.22,101,F6Vbwvar,
51 Psc,,51,90,,2913,2548,00h 32m 23.75s,+06° 57′ 19.6″,5.69,1.15,264,B9.5V,
32 Psc,c,32,61,,225003,194,00h 02m 29.76s,+08° 29′ 08.1″,5.7,2.82,123,F0V,
HD 4628,,,96,,4628,3765,00h 48m 22.53s,+05° 17′ 00.2″,5.74,6.38,24,K2V,nearby
44 Psc,,44,85,,2114,2006,00h 25m 24.22s,+01° 56′ 23.0″,5.77,-0.53,593,G5III,
21 Psc,,21,46,,223438,117491,23h 49m 27.48s,+01° 04′ 34.3″,5.77,1.2,267,A5m,
XZ Psc,,,52,XZ,224062,117887,23h 54m 46.65s,+00° 06′ 33.6″,5.78,-0.69,643,M5IIb,
66 Psc,,66,,,5267,4267,00h 54m 35.22s,+19° 11′ 18.4″,5.8,0.54,367,A1Vn,
,,,,,6953,5494,01h 10m 19.45s,+25° 27′ 28.9″,5.81,0.6,360,K5III,
67 G. Psc,,,67,,587,840,00h 10m 18.85s,−05° 14′ 54.7″,5.84,2.14,179,K1III,
11 G. Psc,,,11,,217459,113622,23h 00m 42.90s,+03° 00′ 43.2″,5.85,-0.27,547,K4III,
54 Psc,,54,,,3651,3093,00h 39m 21.0s,+21° 15′ 01″,5.8,5.65,36,K0V,has two planets (b and c)
53 Psc,,53,,AG,3379,2903,00h 36m 47.31s,+15° 13′ 54.3″,5.89,-1.21,856,B2.5IV,AG Psc; β Cep variable
112 Psc,,112,135,,12235,9353,02h 00m 09.02s,+03° 05′ 51.5″,5.89,3.43,101,G2IV,
40 G. Psc,,,40,,222602,116918,23h 41m 56.71s,+07° 15′ 02.3″,5.89,0.81,338,A3Vn,
,,,,,9640,7359,01h 34m 49.05s,+18° 27′ 38.4″,5.9,-0.41,597,M2III,
131 G. Psc,,,131,,11037,8404,01h 48m 26.02s,+03° 41′ 07.5″,5.91,0.9,328,G9III,
14 Psc,,14,35,,221675,116323,23h 34m 08.95s,−01° 14′ 51.1″,5.91,1.67,230,A2m,
62 Psc,,62,95,,4627,3760,00h 48m 17.34s,+07° 17′ 59.7″,5.92,-0.62,661,G8III,
24 Psc,,24,50,,223825,117761,23h 52m 55.52s,−03° 09′ 19.4″,5.93,0,499,G9III,
,,,,,9780,7447,01h 35m 54.67s,+17° 26′ 01.6″,5.95,2.07,195,F0IV,
87 Psc,,87,,,7374,5778,01h 14m 07.65s,+16° 08′ 00.8″,5.97,0.04,500,B8III,
,,,,,8388,6492,01h 23m 24.95s,+20° 28′ 08.4″,5.97,-1.05,827,K5,
60 Psc,,60,94,,4526,3697,00h 47m 23.62s,+06° 44′ 27.5″,5.98,0.25,455,G8III,
105 Psc,,105,,,10164,7740,01h 39m 40.77s,+16° 24′ 21.2″,5.98,0.26,454,K2III,
97 Psc,,97,,VX,9100,6981,01h 29m 52.83s,+18° 21′ 20.4″,6.01,0.69,379,A4IV,VX Psc; δ Sct variable
35 Psc,,35,70,,1061,1196,00h 14m 58.78s,+08° 49′ 15.7″,6.02,1.5,261,F0IV,UU Psc; Algol variable
73 Psc,,73,105,,6386,5074,01h 04m 52.62s,+05° 39′ 22.7″,6.03,-0.69,721,K5III,
88 Psc,,88,114,,7446,5824,01h 14m 42.40s,+06° 59′ 42.7″,6.04,0.29,461,G6III:,
,,,,,7578,5936,01h 16m 18.90s,+33° 06′ 53.3″,6.04,1.12,315,K1III,
48 Psc,,48,,,2436,2224,00h 28m 12.69s,+16° 26′ 42.4″,6.05,-1.62,1113,K5III,
88 G. Psc,,,88,,2454,2235,00h 28m 20.03s,+10° 11′ 25.2″,6.05,3.25,119,F6Vawvar,
,,,,,1419,1465,00h 18m 17.27s,+11° 12′ 22.6″,6.07,0.38,448,K0III,
,,,,,6966,5483,01h 10m 11.43s,+15° 40′ 26.3″,6.07,-0.09,557,M0III,
84 G. Psc,,,84,,2023,1939,00h 24m 29.67s,−02° 13′ 08.3″,6.08,-0.02,541,K1III,
67 Psc,k,67,,,5382,4366,00h 55m 58.52s,+27° 12′ 33.7″,6.08,1.47,273,A5IV,
59 Psc,,59,,XX,4490,3685,00h 47m 13.56s,+19° 34′ 43.3″,6.11,0.96,349,F0Vn,XX Psc; δ Sct variable
1 Psc,,1,3,,216701,113167,22h 54m 59.47s,+01° 03′ 53.6″,6.11,1.24,307,A7III,
36 Psc,,36,73,,1227,1319,00h 16m 34.06s,+08° 14′ 24.7″,6.12,0.46,442,G8II-III,
WW Psc,,,100,WW,5820,4655,00h 59m 49.67s,+06° 28′ 59.7″,6.14,-1.42,1062,M2III,
75 Psc,,75,,,6557,5204,01h 06m 33.62s,+12° 57′ 21.5″,6.14,0.89,366,G8III,
HD 217107,,,6,,217107,113421,22h 58m 15.54s,−02° 23′ 43.2″,6.17,4.7,64,G8IV,has two planets (b & c)
5 Cet,,-5,66,AP,352,664,00h 08m 12.09s,−02° 26′ 51.7″,6.18,-1.26,1003,K2III,AP Psc; β Lyr variable
,,,,,8634,6669,01h 25m 35.66s,+23° 30′ 41.7″,6.18,1.75,251,F5III,
76 G. Psc,,,76,,1367,1421,00h 17m 47.65s,+01° 41′ 19.3″,6.19,1.17,330,K0II,
,,,,,5316,4317,00h 55m 14.66s,+24° 33′ 25.5″,6.19,-0.05,578,M4III,
,,,,,6301,5034,01h 04m 27.57s,+29° 39′ 32.8″,6.2,3.08,137,F7IV-V,
,,,,,10308,7874,01h 41m 18.30s,+25° 44′ 44.9″,6.2,2.46,183,F2III,
118 G. Psc,,,118,,8949,6868,01h 28m 22.85s,+07° 57′ 40.9″,6.22,0.96,367,K1IIIvar,variable
3 Psc,,3,10,,217428,113610,23h 00m 37.88s,+00° 11′ 09.0″,6.22,-0.24,639,G4III,
26 Psc,,26,53,,224103,117927,23h 55m 07.78s,+07° 04′ 15.7″,6.22,0.76,403,B9V,
78 Psc,,78,,,6680,5319,01h 08m 01.20s,+32° 00′ 43.9″,6.23,3.12,137,F5IV,
101 Psc,,101,,,9766,7436,01h 35m 46.44s,+14° 39′ 41.2″,6.23,-3.01,2296,B9.5III,
,,,,,7229,5679,01h 12m 59.46s,+30° 03′ 51.5″,6.24,1.15,340,G1V...,
42 Psc,,42,,,1796,1772,00h 22m 25.45s,+13° 28′ 56.8″,6.25,0.13,545,K3III,
9 Psc,,9,28,,220858,115768,23h 27m 14.77s,+01° 07′ 21.7″,6.26,0.78,407,G7III,
109 Psc,,109,,,10697,8159,01h 44m 55.85s,+20° 05′ 00.3″,6.27,3.71,106,G5IV,has a planet (b)
WZ Psc,,,140,WZ,12872,9809,02h 06m 12.27s,+08° 14′ 53.3″,6.27,-0.88,879,M4,
76 Psc,,76,,,6476,5175,01h 06m 11.20s,+32° 10′ 53.6″,6.28,0.02,582,K0,
5 G. Psc,,,5,,217019,113360,22h 57m 32.76s,+03° 48′ 36.6″,6.28,0.53,460,K1III,
25 Psc,,25,51,,223855,117774,23h 53m 04.75s,+02° 05′ 26.3″,6.29,0.53,462,A1V,
,,,,,5612,4520,00h 57m 54.52s,+13° 41′ 45.2″,6.3,0.28,522,G8III,
121 G. Psc,,,121,,9496,7243,01h 33m 18.27s,+08° 12′ 31.7″,6.31,0.04,584,K0,
HD 6,,,62,,6,417,00h 05m 03.80s,−00° 30′ 10.5″,6.32,0.53,469,G9III:,
,,,,,3268,2832,00h 35m 54.88s,+13° 12′ 27.0″,6.32,3.44,123,F7V,
31 Psc,,31,60,,224995,186,00h 02m 24.17s,+08° 57′ 24.6″,6.33,0.72,432,A6V,
DT Psc,,,,DT,7351,5772,01h 14m 04.87s,+28° 31′ 46.9″,6.33,-1.14,1016,M2S SB,semiregular variable
24 G. Psc,,,24,,220406,115476,23h 23m 31.90s,+00° 17′ 28.7″,6.33,-1.89,1436,K2,
124 G. Psc,,,124,,10262,7819,01h 40m 34.89s,+08° 45′ 38.8″,6.34,2.62,181,F2,
77 Psc A,,77,106,,6479,5141,01h 05m 49.22s,+04° 54′ 31.2″,6.35,3.05,149,F3V,binary star
8 G. Psc,,,8,,217186,113465,22h 58m 42.64s,+07° 20′ 24.9″,6.35,1.44,313,A1V,
30 G. Psc,,,30,,221147,115945,23h 29m 27.00s,−01° 47′ 28.2″,6.35,-0.91,924,K0,11 Piscium
,,,,,7724,6025,01h 17m 24.14s,+31° 44′ 40.6″,6.36,1.72,277,K0,
7 G. Psc,,,7,,217131,113433,22h 58m 23.61s,−01° 24′ 36.7″,6.38,1.44,317,F0V,
,,,,,3166,2734,00h 34m 55.41s,+13° 22′ 16.6″,6.39,0.95,400,K0,
98 G. Psc,,,98,,4928,3992,00h 51m 18.31s,+03° 23′ 06.6″,6.39,0.7,448,K0III,
CY Psc,,,123,CY,9889,7505,01h 36m 43.52s,+07° 49′ 53.4″,6.39,-0.83,906,M0,
16 G. Psc,,,16,,218103,114005,23h 05m 17.61s,+01° 18′ 25.8″,6.39,0.9,409,G9III,
13 Psc,,13,32,,221409,116146,23h 31m 57.56s,−01° 05′ 09.3″,6.39,-0.56,801,K1III,
46 Psc,,46,,,2410,2213,00h 27m 58.48s,+19° 30′ 50.7″,6.4,0.33,533,K0,
15 G. Psc,,,15,,217926,113904,23h 04m 00.80s,+06° 36′ 58.8″,6.42,1.82,271,F2V,
4 Cet,,-4,65,,315,635,00h 07m 44.10s,−02° 32′ 55.3″,6.43,0.56,487,B8IIIsp...,variable
92 G. Psc,,,92,,3457,2954,00h 37m 30.44s,+03° 08′ 07.8″,6.43,0.19,577,K4III,
,,,,,2358,2178,00h 27m 31.02s,+16° 01′ 31.7″,6.44,0.87,423,A5,
ζ Psc B,ζ,86,113,,7345,5743,01h 13m 45.17s,+07° 34′ 42.2″,6.44,2.55,195,F7V,
,,,,,8733,6714,01h 26m 23.56s,+20° 04′ 15.2″,6.44,1.59,304,K0,
138 G. Psc,,,138,,12730,9706,02h 04m 50.99s,+07° 44′ 08.4″,6.44,0.6,479,K0,
13 G. Psc,,,13,,217590,113705,23h 01m 43.56s,+03° 31′ 51.7″,6.44,0.22,571,G5,
,,,,,5418,4382,00h 56m 09.12s,+13° 57′ 07.1″,6.46,0.53,501,G8II,
,,,,,5641,4558,00h 58m 18.90s,+21° 24′ 16.2″,6.47,0.88,428,A2V,
15 Psc,,15,37,,221833,116422,23h 35m 28.61s,+01° 18′ 47.5″,6.47,1.58,310,K0,
45 G. Psc,,,45,,223346,117445,23h 48m 49.36s,+02° 12′ 52.2″,6.47,2.76,180,F5III-IV,
43 Psc,,43,,,2035,1948,00h 24m 38.15s,+14° 18′ 55.9″,6.48,0.4,535,K0,
112 G. Psc,,,112,,7107,5575,01h 11m 28.97s,+10° 17′ 30.9″,6.49,0.98,412,G5,
61 Psc,,61,,,4568,3730,00h 47m 54.73s,+20° 55′ 31.1″,6.51,2.71,187,F8V,
HR 515,,-3,,VY,10845,8271,01h 46m 35.27s,+17° 24′ 45.7″,6.55,-0.13,707,A9III,3 Arietis; δ Sct variable
40 Psc,,40,,,1563,1595,00h 19m 56.28s,+16° 15′ 03.2″,6.6,0.45,553,K0,
38 Psc,,38,75,,1317,1392,00h 17m 24.50s,+08° 52′ 34.8″,6.66,2.58,213,F5,
104 Psc,,104,,,10135,7710,01h 39m 15.39s,+14° 17′ 08.3″,6.74,1.07,444,K0,
45 Psc,,45,86,,2140,2025,00h 25m 41.89s,+07° 41′ 28.4″,6.77,-0.62,979,K0,
65 Psc,i,65,,,4757,3885,00h 49m 53.11s,+27° 42′ 37.1″,7,,347,F4III,forms a binary with HD 4758
95 Psc,,95,,,8875,6815,01h 27m 39.81s,+05° 21′ 11.2″,7.01,2.75,232,G0V,
65 Psc,i,65,,,4758,3885,00h 49m 53.20s,+27° 42′ 37.0″,7.1,,,F5III,forms a binary with HD 4757
HD 8574,,,,,8574,6643,01h 25m 12.52s,+28° 34′ 00.1″,7.11,3.89,144,F8,has a planet (b)
77 Psc B,,77,,,6480,5144,01h 05m 51.42s,+04° 54′ 35.0″,7.26,4.04,144,F6V,component of the 77 Psc system
100 Psc,,100,,,9656,7364,01h 34m 51.61s,+12° 33′ 31.2″,7.28,2.68,272,A3V,
HD 217786,,,,,217786,113834,23h 03m 08s,−00° 25′ 47″,7.8,,179,F8V,has a planet (b)
HD 4313,,,,,4313,3574,00h 45m 40.36s,+07° 50′ 42.1″,7.82,2.23,429,G5,has a planet (b)
HD 12484,,,,,12484,9519,02h 02m 27.0s,+02° 48′ 57″,8.17,,167,F8,has a planet (b)
HD 5891,,,,,5891,4715,01h 00m 33s,+20° 17′ 33″,8.25,,819,G5,has a planet (b)
HD 1502,,,,,1502,1547,00h 19m 17s,+14° 03′ 17″,8.52,,519,K0,has a planet (b)
HD 218566,,,,,218566,114322,23h 09m 11s,−02° 15′ 39″,8.63,,98,K3V,has a planet (b)
HD 4203,,,,,4203,3502,00h 44m 41.20s,+20° 26′ 56.1″,8.68,,250,G5,has two planets (b & c)
HD 3167,,,,,3167,2736,00h 34m 57.5s,+04° 22′ 53″,8.94,,149,G,has two planets (b & c)
HD 224690,,,,,224690,2,00h 00m 01.0s,−19° 29′ 55.8″,9.23,,157,K3V,
WASP-76,,,,,,,01h 46m 32.0s,+02° 42′ 02″,9.5,,391,F7,has a transiting planet (b)
WASP-118,,,,,,,01h 18m 12.0s,+02° 42′ 10″,11.02,,815,F6,has a transiting planet (b)
WASP-32,,,,,,,00h 15m 51s,+01° 12′ 02″,11.3,,,G,has a transiting planet (b)
WASP-28,,,,,,,23h 34m 27.88s,−01° 34′ 48.1″,12,4.4,1090,F8-G0,has a transiting planet (b)
Van Maanen's star,,,,,,3829,00h 49m 09.90s,+05° 23′ 19.0″,12.36,14.14,14,DG...,31st closest star system; the nearest single white dwarf
HAT-P-51,,,,,,,01h 24m 16.0s,+32° 48′ 39″,13.44,,1533,,has a transiting planet (b)
"Table legend: 
[TABLE]",,,,,,,,,,,,,
