Name,B,F,G.,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
II Hya,,,298,,102620,57613,11h 48m 45.11s,−26° 44′ 59.1″,5.1,-0.72,477,M4III,
HD 100393,,-18,287,,100393,56332,11h 32m 54.15s,−31° 05′ 14.0″,5.13,-0.58,453,M1/M2III,18 Crateris
54 Hya,m,54,382,,129926,72197,14h 46m 00.18s,−25° 26′ 34.5″,5.15,2.73,99,F0V + G/K,
HD 101666,,-26,295,,101666,57047,11h 41m 43.95s,−32° 29′ 57.6″,5.2,-0.4,430,K5III,26 Crateris
47 Hya,,47,365,,121847,68269,13h 58m 31.18s,−24° 58′ 19.8″,5.2,0.11,339,B8V,
HD 94388,b3,-6,257,,94388,53252,10h 53m 29.48s,−20° 08′ 17.3″,5.23,2.75,102,F6V,6 Crateris
56 Hya,,56,385,,130259,72357,14h 47m 44.78s,−26° 05′ 14.9″,5.23,0.19,331,G8/K0III,
23 Hya,,23,112,,79910,45527,09h 16m 41.72s,−06° 21′ 11.4″,5.24,0.58,279,K2III,
303 G. Hya,,,303,,103462,58082,11h 54m 42.51s,−25° 42′ 50.6″,5.26,0.48,295,G8III,
61 G. Hya,,,61,,74988,43142,08h 47m 15.01s,−01° 53′ 49.4″,5.28,0.19,339,A3V,
14 Hya,,14,67,KX,75333,43305,08h 49m 21.74s,−03° 26′ 34.7″,5.3,-0.34,438,B9MNp...,KX Hya; α2 CVn variable
200 G. Hya,,,200,,88215,49809,10h 10m 05.96s,−12° 48′ 56.4″,5.3,3.12,89,F2/F3IV/V,
1 G. Hya,,,1,,68312,40107,08h 11m 33.03s,−07° 46′ 20.9″,5.36,0.43,316,G8III,
142 G. Hya,,,142,,81809,46404,09h 27m 46.92s,−06° 04′ 15.7″,5.38,2.91,102,G2V,
328 G. Hya,,,328,,109799,61621,12h 37m 42.23s,−27° 08′ 19.2″,5.41,2.72,113,F0V,
HD 96819,,-10,271,,96819,54477,11h 08m 44.05s,−28° 04′ 50.2″,5.43,1.61,189,A1V,10 Crateris
HD 93397,b1,-3,249,,93397,52737,10h 46m 52.06s,−17° 17′ 48.6″,5.44,1.3,219,A3V,3 Crateris
330 G. Hya,,,330,,110666,62131,12h 44m 00.55s,−28° 19′ 25.9″,5.46,0.03,397,K3III,
20 Hya,,20,103,,78732,44961,09h 09m 35.58s,−08° 47′ 15.5″,5.47,-1,642,G8II,
HD 122430,,,367,,122430,68581,14h 02m 22.80s,−27° 25′ 47.1″,5.47,-0.15,434,K2/K3III,has a planet (b)
24 Hya,,24,114,,79931,45526,09h 16m 41.38s,−08° 44′ 41.1″,5.49,-1.14,689,B9III,
15 Hya,,15,70,,75737,43496,08h 51m 34.44s,−07° 10′ 38.0″,5.55,-0.33,488,A4m,
33 Hya,A,33,163,,82870,46982,09h 34m 32.64s,−05° 54′ 53.3″,5.56,-1.04,681,K1III,Ukdah[2]
323 G. Hya,,,323,,108323,60735,12h 26m 51.69s,−32° 49′ 48.2″,5.56,-0.42,511,B9V,
224 G. Hya,,,224,,90957,51364,10h 29m 29.01s,−29° 39′ 49.9″,5.58,0.21,387,K3III,
195 G. Hya,,,195,,87808,49569,10h 07m 09.49s,−17° 08′ 29.7″,5.59,0.48,343,K4III,
225 G. Hya,,,225,,91120,51491,10h 30m 59.86s,−13° 35′ 18.5″,5.59,-0.28,487,B8/B9IV/V,
2 Hya,,2,23,LM,71297,41375,08h 26m 27.23s,−03° 59′ 14.3″,5.6,1.97,173,A5III-IV,LM Hya; δ Sct variable
19 Hya,,19,99,,78556,44883,09h 08m 42.19s,−08° 35′ 22.2″,5.6,-1.6,898,B9.5III,
28 Hya,,28,134,,81420,46221,09h 25m 24.04s,−05° 07′ 02.6″,5.6,-0.98,675,K5III,
1 Hya,,1,15,,70958,41211,08h 24m 35.14s,−03° 45′ 04.2″,5.61,3.44,89,F3V,
55 Hya,,55,384,,130158,72323,14h 47m 22.56s,−25° 37′ 27.2″,5.61,-0.76,613,B9IV/V,
92 G. Hya,,,92,,77353,44356,09h 01m 58.02s,−00° 28′ 58.2″,5.64,-0.73,613,K0III,
333 G. Hya,,,333,,111295,62500,12h 48m 26.36s,−27° 35′ 50.0″,5.65,0.8,304,G8III,
59 Hya,,59,92,,132219,73284,14h 58m 39.29s,−27° 39′ 26.3″,5.65,0.5,350,A6IV,
148 G. Hya,,,148,,82077,46511,09h 29m 12.65s,−20° 44′ 56.9″,5.66,-1.58,913,K4/K5III,
χ2 Hya,χ2,,265,,96314,54255,11h 05m 57.55s,−27° 17′ 16.1″,5.69,-1.26,799,B8V,265 G. Hya.; β Lyr variable
350 G. Hya,,,350,,117716,66065,13h 32m 35.96s,−28° 41′ 33.8″,5.69,1.61,214,A0/A1V,
56 G. Hya,,,56,,74794,43026,08h 46m 02.45s,−02° 02′ 55.6″,5.7,1.04,278,K0III:,
193 G. Hya,,,193,,87427,49339,10h 04m 21.02s,−24° 17′ 08.1″,5.7,1.23,255,F0V,
259 G. Hya,,,259,,95221,53699,10h 59m 13.74s,−33° 44′ 14.8″,5.7,2.27,159,F2V,
236 G. Hya,,,236,,91889,51933,10h 36m 32.22s,−12° 13′ 42.6″,5.71,3.76,80,F7V,
HD 100893,,-22,291,,100893,56620,11h 36m 34.92s,−33° 34′ 11.9″,5.71,0.54,352,K0III,22 Crateris
3 Hya,,3,35,HV,72968,42146,08h 35m 28.21s,−07° 58′ 56.4″,5.72,1.14,268,A1spe...,HV Hya; α2 CVn variable
107 G. Hya,,,107,,79181,45158,09h 11m 58.77s,−19° 44′ 51.9″,5.72,0.9,300,G8III,
102 G. Hya,,,102,,78702,44923,09h 09m 04.25s,−18° 19′ 43.0″,5.73,1.22,260,A0/A1V,
351 G. Hya,,,351,,118349,66400,13h 36m 48.51s,−26° 29′ 42.8″,5.73,0.36,386,A7V+...,
17 G. Hya,,,17,,71095,41299,08h 25m 35.55s,+02° 06′ 08.1″,5.74,-0.59,601,K5III,
156 G. Hya,,,156,,82573,46813,09h 32m 20.43s,−19° 24′ 01.2″,5.74,0.58,351,A4III,
80 G. Hya,,,80,,76376,43798,08h 55m 12.42s,−18° 14′ 28.3″,5.75,0.17,425,K2/K3III,
101 G. Hya,,,101,,78668,44936,09h 09m 11.50s,−12° 21′ 27.7″,5.76,0.01,460,G6III,
57 Hya,,57,386,,130274,72378,14h 47m 57.56s,−26° 38′ 46.1″,5.76,0.14,434,B9.5V,
48 Hya,,48,366,,122066,68390,14h 00m 00.25s,−25° 00′ 36.6″,5.77,1.98,187,F6V,
121 G. Hya,,,121,,80479,45743,09h 19m 33.11s,−15° 50′ 04.3″,5.79,0.34,400,K1/K2III,
272 G. Hya,,,272,,97023,54561,11h 09m 53.38s,−32° 22′ 02.8″,5.79,0.69,342,A1V,also known as HR 4339
33 G. Hya,,,33,,72660,42028,08h 34m 01.64s,−02° 09′ 05.8″,5.8,0.8,326,A1V,
