Name,B,F,G.,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
272 G. Pup,,,272,,68862,40220,08h 12m 51.56s,−37° 55′ 28.1″,6.4,0.22,561,A3V,
153 G. Pup,,,153,,62318,37461,07h 41m 21.72s,−44° 37′ 55.8″,6.41,-1.31,1140,B7IV/V,
41 G. Pup,,,41,,50621,32918,06h 51m 32.56s,−48° 17′ 33.8″,6.42,-0.22,695,K2/K3III,
160 G. Pup,,,160,,62712,37666,07h 43m 42.93s,−38° 12′ 06.9″,6.42,0.17,580,B8IV,
265 G. Pup,,,265,,68450,40063,08h 11m 01.69s,−37° 17′ 32.6″,6.42,-2.96,2451,B0III,
,,,,,69904,40639,08h 17m 46.15s,−36° 04′ 03.3″,6.42,-4.18,4289,M0III + A3/5,
,,,,,61750,37375,07h 40m 21.02s,−11° 45′ 09.1″,6.43,0.34,538,K2,
202 G. Pup,,,202,,64042,38316,07h 51m 00.08s,−24° 31′ 42.6″,6.43,0.48,505,B9.5V,
286 G. Pup,,,286,,69879,40656,08h 17m 58.26s,−30° 00′ 13.3″,6.43,0.65,466,K0III,
57 G. Pup,,,57,,53253,33909,07h 02m 15.48s,−43° 24′ 13.9″,6.44,0.95,408,A0V,
290 G. Pup,,,290,,70235,40787,08h 19m 29.52s,−34° 35′ 24.5″,6.44,-0.55,815,B8Ib/II,
304 G. Pup,,,304,,71231,41306,08h 25m 39.37s,−17° 26′ 21.9″,6.44,-0.21,698,K1III,
207 G. Pup,,,207,,64181,38292,07h 50m 42.52s,−44° 34′ 47.9″,6.45,0.27,561,G6III,
,,,,,64974,38686,07h 55m 13.87s,−30° 55′ 03.8″,6.45,-1.54,1294,K4III,
,,,,,63399,37996,07h 47m 14.62s,−36° 04′ 25.2″,6.46,0.87,428,K1III,
,,,,,65638,38925,07h 57m 54.79s,−40° 47′ 03.7″,6.46,0.24,573,K0III,
43 G. Pup,,,43,,50860,33015,06h 52m 47.14s,−43° 58′ 32.2″,6.47,0.9,424,B8V,
,,,,,54179,34177,07h 05m 16.39s,−50° 21′ 36.5″,6.47,-0.44,787,K3III,
4 G. Pup,,,4,,42168,28988,06h 07m 01.83s,−45° 05′ 29.8″,6.48,1.19,372,K1III,
8 G. Pup,,,8,,42683,29185,06h 09m 23.43s,−49° 33′ 46.8″,6.48,2.58,196,F8V,
V420 Pup,,,,V420,67698,39834,08h 08m 19.36s,−23° 37′ 04.0″,6.49,,1299,B3III/IV,Be star
193 G. Pup,,,193,,63734,38209,07h 49m 40.80s,−19° 30′ 19.7″,6.49,0.96,417,K2III,
139 G. Pup,,,139,,61672,37293,07h 39m 26.98s,−26° 51′ 47.1″,6.5,-0.5,819,B6V,
,,,,,67408,39730,08h 07m 16.03s,−17° 22′ 07.7″,6.5,0.05,637,K1III,
2 Pup B,,2,,,62863,37842,07h 45m 28.74s,−14° 41′ 10.0″,7.03,1.57,402,A0/A1V,
HD 70642,,,,,70642,40952,08h 21m 28.14s,−39° 42′ 19.5″,7.18,4.89,94,G6V,has a planet (b)
HD 50499,,,,,50499,32970,06h 52m 02s,−33° 54′ 56″,7.22,,154,GIV,has a planet (b) and unconfirmed planet (c)
HD 48265,,,,,48265,31895,06h 40m 01.73s,−48° 32′ 31.0″,8.07,3.36,285,G5IV/V,has a planet (b)
NGC 2423-3,,,,,,,07h 37m 09s,−13° 54′ 24″,9.45,0.03,2500,,"individual star of open cluster NGC 2423, has a planet (b)"
WASP-121,,,,,,,07h 10m 24.0s,−39° 05′ 51″,10.4,,881,F6V,has a transiting planet (b)
WASP-122,,,,,,,07h 13m 12.0s,−42° 24′ 35″,11,,,G4,has a transiting planet (b)
WASP-23,,,,,,,06h 44m 31.0s,−42° 45′ 43″,12.7,,,K1V,has a transiting planet (b)
"Table legend: 
[TABLE]",,,,,,,,,,,,,
