Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
UX Ari,,,UX,21242,16042,03h 26m 35.36s,+28° 42′ 55.2″,6.47,2.97,164,G5IV,"RS CVn variable, *V*max = 6.35m, *V*min = 6.71m, *P* = 6.388 d"
30 Ari A,,30,,16246,12189,02h 37m 00.44s,+24° 38′ 50.1″,6.48,3.46,131,F6III,binary star
HD 14067,,,,14067,10657,02h 17m 10.4s,+23° 46′ 04″,6.51,0.44,533,G9 III,has a planet (b)
51 Ari,,51,,18803,14150,03h 02m 25.87s,+26° 36′ 34.7″,6.62,4.99,69,G8V,
VW Ari,,,VW,15165,11390,02h 26m 45.65s,+10° 33′ 55.1″,6.69,1.16,416,F0IV,"δ Sct variable, *V*max = 6.64m, *V*min = 6.76m, *P* = 0.1606 d"
VY Ari,,,VY,17433,13118,02h 48m 43.72s,+31° 06′ 54.7″,6.76,3.65,136.5,K0,"RS CVn variable, *V*max = 6.68m, *V*min = 7.15m, *P* = 16.1996 d"
52 Ari B,,52,,19135,,03h 05m 26.70s,+25° 15′ 19.0″,7,,,,component of the 52 Ari system
ρ1 Ari,ρ1,44,,18091,13579,02h 54m 55.17s,+17° 44′ 05.3″,7.01,2.1,313,A3,
30 Ari B,,30,,16232,12184,02h 36m 57.64s,+24° 38′ 53.1″,7.09,4.11,129,F6V,component of the 30 Ari system; has a planet (b)
R Ari,,,R,13913,10576,02h 16m 07.11s,+25° 03′ 23.7″,7.4,-2.99,3900,M3-6e,"Mira variable, *V*max = 7.1m, *V*min = 14.3m, *P* = 185.67 d"
HD 12661,,,,12661,9683,02h 04m 34.29s,+25° 24′ 51.5″,7.44,4.59,121,K0V,has two planets (b & c)
HIP 14810,,,,,14810,03h 11m 14.23s,+21° 05′ 50.5″,8.52,4.9,172,G5V,"has three planets (b, c & d)"
BD +20°307,,,,,8920,01h 54m 50.79s,+21° 18′ 22.5″,9.01,4.19,300,G0V,has a circumstellar disk
X Ari,,,X,19510,14601,03h 08m 30.89s,+10° 26′ 45.2″,9.04,-1.23,3700,F0.5,"RR Lyr variable, *V*max = 9.036m, *V*min = 9.966m, *P* = 0.6511796 d"
RX Ari,,,RX,,,02h 15m 20.78s,+22° 34′ 11.1″,9.41,,,F2V,"Algol variable, *V*max = 9.40m, *V*min = 10.1m, *P* = 1.029626 d"
SS Ari,,,SS,,,02h 04m 18.41s,+24° 00′ 02.2″,10.15,3.52,692,G0,"W UMa variable, *V*max = 10.10m, *V*min = 10.63m, *P* = 0.40598257 d"
TT Ari,,,TT,,,02h 06m 53.08s,+15° 17′ 41.8″,10.2,,,Bep:,"VY Scl star, *V*max = 10.2m, *V*min = 16.5m, *P* = 0.137551 d"
RV Ari,,,RV,,,02h 15m 07.50s,+18° 04′ 27.9″,11.61,,,A0,"double-mode δ Sct variable, *V*max = 11.61m, *V*min = 12.30m, *P* = 
0.0931281 d"
WASP-11/HAT-P-10,,,,,,03h 09m 28.55s,+30° 40′ 24.9″,11.89,6.41,408,K3V,has a transiting planet (b)
L 1159-16,,,TZ,,,02h 00m 12.79s,+13° 03′ 11.2″,12.26,13.99,14.5,M4.5,flare star and BY Dra variable
LkHα 264,,,WY,,,02h 56m 37.56s,+20° 05′ 37.1″,12.46,,,K5/6e,"T Tau star, *V*max = 12.25m, *V*min = 12.88m"
RW Ari,,,RW,,,02h 16m 03.72s,+17° 31′ 59.0″,12.51,,,B8,"RR Lyr variable, *V*max = 12.12m, *V*min = 12.60m, *P* = 0.3543006 d"
HAT-P-25,,,,,,03h 13m 45s,+25° 11′ 51″,13.19,5.83,969,G5,has a transiting planet (b)
HAT-P-52,,,,,,02h 50m 53.0s,+29° 01′ 21″,14.07,6.14,1256,,has a transiting planet (b)
WX Ari,,,WX,,,02h 47m 36.22s,+10° 35′ 37.7″,15.3,,,CV,"VY Scl star and eclipsing binary, *V*max = 14.5m, *V*min = <16.7m, *P* = 
0.1393512 d"
Teegarden's star,,,,,,02h 53m 00.89s,+16° 52′ 52.7″,15.4,17.47,12.6,M7.5,brown dwarf
XY Ari,,,XY,,,02h 56m 08.19s,+19° 26′ 34.1″,,,,WD+M0V,DQ Her variable and eclipsing binary
PSR B0301+19,,,,,,03h 04m 33.12s,+19° 32′ 51.4″,,,,,pulsar
"Table legend: 
[TABLE]",,,,,,,,,,,,
