Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
HD 107054,,,,107054,60018,12h 18m 31.57s,+30° 14′ 57.6″,6.23,2.51,181,A9.5III,
8 Com,,8,,107168,60087,12h 19m 19.20s,+23° 02′ 04.9″,6.26,1.55,285,A8m,
22 Com,,22,,109307,61295,12h 33m 34.23s,+24° 16′ 58.8″,6.28,1.15,346,A4V,
HD 111893,,,,111893,62825,12h 52m 27.52s,+16° 07′ 21.1″,6.29,1.05,364,A7V,
LW Com,,,LW,111395,62523,12h 48m 47.26s,+24° 50′ 25.7″,6.31,5.12,56,G7V,"BY Dra variable, Δ*V* = 0.10m, *P* = 15.80 d"
HD 114724,,,,114724,64417,13h 12m 08.42s,+24° 15′ 29.3″,6.31,0.32,513,K1III,
HD 107398,,,,107398,60197,12h 20m 41.37s,+27° 03′ 17.4″,6.32,1.49,301,F3V + F3V,suspected variable
32 Com,,32,,111862,62807,12h 52m 12.26s,+17° 04′ 26.2″,6.32,-2.43,1831,M0III,"variable star, Δ*V* = 0.011m, *P* = 52.08333 d"
HD 106926,,,,106926,59941,12h 17m 44.24s,+15° 08′ 41.3″,6.36,0.3,532,K4III,
9 Com,,9,,107213,60098,12h 19m 29.66s,+28° 09′ 26.0″,6.38,2.9,162,F8Vs,
HD 109996,,,,109996,61719,12h 39m 02.21s,+22° 39′ 34.4″,6.39,1.15,364,K1III,
3 Com,,3,,105778,59352,12h 10m 31.64s,+16° 48′ 33.4″,6.4,-0.81,903,A4V,suspected variable
HD 108007,,,,108007,60525,12h 24m 26.81s,+25° 34′ 56.7″,6.41,1.46,319,F0V,
HD 112060,,,,112060,62904,12h 53m 32.20s,+19° 28′ 53.4″,6.42,3.2,144,G5IV,
HD 111591,,,,111591,62653,12h 50m 17.23s,+22° 51′ 48.8″,6.43,0.8,435,K0III,
HD 115365,,,,115365,64779,13h 16m 32.33s,+19° 47′ 06.8″,6.43,1.76,280,F0V,
FM Com,,,FM,107131,60066,12h 19m 02.03s,+26° 00′ 30.1″,6.44,2.03,248,Am,"δ Sct variable, *V*max = 6.4m, *V*min = 6.48m, *P* = 0.0551 d"
HD 115319,,,,115319,64751,13h 16m 14.35s,+19° 03′ 06.2″,6.46,1.59,307,G8III,
HD 106022,,,,106022,59489,12h 12m 00.97s,+28° 32′ 11.3″,6.47,1.94,263,F5V,
HD 107415,,,,107415,60210,12h 20m 48.75s,+15° 32′ 27.5″,6.47,0.64,479,K0,
28 Com,,28,,111308,62478,12h 48m 14.36s,+13° 33′ 11.2″,6.47,0.99,407,A1V,
HD 115404,,,,115404,64797,13h 16m 50.67s,+17° 01′ 04.1″,6.49,6.24,37,K2V,
1 Com,,1,,104452,58661,12h 01m 44.30s,+22° 05′ 39.6″,6.57,0.61,507,G0II,
24 Com B,,24,,109510,61415,12h 35m 06.35s,+18° 22′ 37.3″,6.57,-2.96,2629,A7m,"component of the 24 Com system; suspected variable, *V*max = 6.55m, *V*min 
= 6.59m"
17 Com,,17,,108651,60891,12h 28m 44.58s,+25° 53′ 57.7″,6.63,2.14,258,A0p,
10 Com,,10,,107276,60123,12h 19m 50.63s,+28° 27′ 51.8″,6.64,1.85,296,Am,
HD 112127,,,,112127,62944,12h 53m 55.75s,+26° 46′ 48.0″,6.88,,345,K3III,carbon star
33 Com,,33,,111892,62819,12h 52m 22.83s,+17° 6′ 30.5″,6.93,1.5,397,F8,
HD 114762,,,,114762,64426,13h 12m 19.74s,+17° 31′ 01.6″,7.3,4.27,132,F9V,has a planet (b)
HD 107146,,,,107146,60074,12h 19m 06.50s,+16° 32′ 53.9″,7.07,,93,G2V,has a debris disk
KR Com,,,KR,115955,65069,13h 20m 15.78s,+17° 45′ 57.0″,7.26,,273.7,F5,"W UMa variable, *V*max = 7.26m, *V*min = 7.32m, *P* = 0.40797003 d"
HD 115708,,,HH,115708,64936,13h 18m 37.25s,+26° 21′ 56.8″,7.83,,377,A2p,"α2 CVn variable, *V*max = 7.77m, *V*min = 7.85m, *P* = 5.07 d"
HD 108863,,,,108863,61020,12h 30m 20s,+21° 56′ 54″,7.89,,453,K0,has a planet (b)
HD 116029,,,,116029,65117,13h 20m 40s,+24° 38′ 55″,8.04,,402,K1III,has a planet (b)
HD 106103,,,GM,106103,59527,12h 12m 24.90s,+27° 22′ 48.3″,8.09,,277.2,F5V,"δ Sct variable, *V*max = 8.06m, *V*min = 8.14m, *P* = 0.208 d"
IL Com,,,IL,108102,60582,12h 25m 02.26s,+25° 33′ 38.4″,8.14,,310.2,F8,"RS CVn variable, Δ*V* = 0.04m"
FK Com,,,FK,117555,65915,13h 30m 46.80s,+24° 13′ 57.75″,8.17,1.2,800,G5II,"prototype FK Com variable, *V*max = 8.03m, *V*min = 8.43m, *P* = 2.4015 d"
12 Com B,,12,,107701,,12h 22m 32.30s,+25° 51′ 06.0″,8.6,,,,component of the 12 Com system
IN Com,,,IN,112313,63087,12h 55m 33.75s,+25° 53′ 30.6″,8.7,,2690,G5III-IV,central star of planetary nebula LoTr 5; Δ*V* = 0.07m
HD 108874,,,,108874,61028,12h 30m 26.88s,+25° 52′ 47.4″,8.76,4.58,224,G5,has two planets (b & c)
BD +25 2511,,,HZ,,,12h 29m 40.92s,+24° 31′ 14.7″,9.76,,,G8:V...,"RS CVn variable, *V*max = 9.71m, *V*min = 9.81m"
UX Com,,,UX,,63561,13h 01m 33.02s,+28° 37′ 54.1″,10.01,,592,G7III:,"RS CVn variable, *V*max = 9.96m, *V*min = 10.52m, *P* = 3.642583 d"
RZ Com,,,RZ,,61414,12h 35m 05.06s,+23° 20′ 14.0″,10.57,,614,G0Vn,"W UMa variable, *V*max = 10.42m, *V*min = 11.13m, *P* = 0.33850604 d"
Feige 66,,,,,61602,12h 37m 23.52s,+25° 03′ 59.9″,10.59,,530,Op,subdwarf
SS Com,,,SS,,,12h 49m 39.08s,+18° 42′ 11.9″,11,,,F5,"W UMa variable, *V*max = 10.75m, *V*min = 11.31m, *P* = 0.412822 d"
RW Com,,,RW,,61243,12h 33m 00.28s,+26° 42′ 58.8″,11.25,,278.4,G2+G2,"W UMa variable, *V*max = 11m, *V*min = 11.7m, *P* = 0.237346 d"
CC Com,,,CC,,,12h 12m 06.03s,+22° 31′ 58.7″,11.61,,261,K4/5V,"W UMa variable, *V*max = 11.61m, *V*min = 12.20m, *P* = 0.2206864 d"
U Com,,,U,,61809,12h 40m 03.20s,+27° 29′ 56.1″,11.76,,929,A9,"RR Lyr variable, *V*max = 11.5m, *V*min = 11.97m, *P* = 0.2927382 d"
ST Com,,,ST,,64875,13h 17m 51.34s,+20° 46′ 50.8″,11.92,,,F5,"RR Lyr variable, *V*max = 11.017m, *V*min = 11.823m, *P* = 0.5989210 d"
EK Com,,,EK,,,12h 51m 21.45s,+27° 13′ 47.0″,12.02,,,K0V,W UMa variable
HZ 43,,,,,64766,13h 16m 21.85s,+29° 05′ 55.4″,12.66,,125.6,DA.9 + M3Ve,white dwarf/red dwarf binary system
GD 153,,,,,,12h 57m 02.34s,+22° 01′ 52.7″,13.35,,,DA1.2,white dwarf
HZ 21,,,,,,12h 13m 56.25s,+32° 56′ 31.4″,14.69,,,DA:,white dwarf
GP Com,,,GP,,,13h 05m 42.43s,+18° 01′ 04.0″,15.69,,,DBe,"interacting binary white dwarf, Δ*V* = 0.6m"
LM Com,,,LM,,,12h 26m 30.90s,+30° 38′ 52.7″,16.15,,,DA1.7,re-radiating binary system
AL Com,,,AL,,,12h 32m 25.80s,+14° 20′ 42.2″,16.2,,,,WZ Sge variable
RBS 1223,,,,,,13h 08m 48.7s,+21° 27′ 08″,28.6,,,,neutron star
GO Com,,,GO,,,12h 56m 37.10s,+26° 36′ 43.7″,,,,,SU UMa variable
PSR B1237+25,,,,,,12h 39m 40.39s,+24° 53′ 49.9″,,,,,pulsar
"Table legend: 
[TABLE]",,,,,,,,,,,,
