Name,B,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
BP Oct,,BP,129723,75736,15h 28m 20.68s,−88° 07′ 58.1″,6.46,2.45,210,Am,"δ Sct variable, Δ*V* = 0.04m"
HD 58805,,,58805,32500,06h 46m 58.52s,−87° 01′ 29.9″,6.46,3.5,128,F3V,
HD 203955,,,203955,106424,21h 33m 21.07s,−80° 02′ 21.5″,6.47,1.25,360,A0V,
HD 165338,,,165338,90509,18h 28m 06.35s,−84° 23′ 14.0″,6.49,0.18,596,B8/B9V,
μ2 Oct,μ2,,196067,102125,20h 41m 43.74s,−75° 21′ 01.5″,6.51,3.31,142,G1V,has a planet (b)
B Oct,B,CG,206553,112355,22h 45m 30.22s,−88° 49′ 05.9″,6.57,1.5,335,F0IV-V,δ Sct variable
BQ Oct,,BQ,110994,71348,14h 35m 29.51s,−89° 46′ 18.2″,6.88,,1600,"S5,1","slow irregular variable, Δ*V* = 0.1m"
ο Oct,ο,,1348,1007,00h 12m 33.96s,−88° 21′ 46.3″,7.21,-1.49,1790,B9.5IV,
HD 142022,,,142022,79242,16h 10m 15.03s,−84° 13′ 53.8″,7.7,5.01,112,K0V,"binary star, component A has a planet (b)"
HD 212301,,,212301,110852,22h 27m 30.92s,−77° 43′ 04.5″,7.77,4.07,179,F8V,has a planet (b)
CF Oct,,CF,196818,102803,20h 49m 37.26s,−80° 08′ 01.0″,7.93,,683,K0IIIp,slow irregular variable
HD 188136,,CC,"188136",98757,20h 03m 31.75s,−78° 49′ 50.7″,8.01,,620,ApSrYZrBa,"δ Sct variable, Δ*V* = 0.1m, *P* = 0.1249 d"
X Oct,,X,91620,51084,10h 26m 14.25s,−84° 20′ 53.9″,8.7,,997,M5/M6e,"Mira variable, *V*max = 6.8m, *V*min = 10.9m, *P* = 200 d"
HD 89499,,DR,89499,49616,10h 07m 29.54s,−85° 04′ 33.0″,8.7,,373,G3V,"RS CVn variable, *V*max = 8.7m, *V*min = 8.73m, *P* = 5.532 d"
UV Oct,,UV,156008,80990,16h 32m 59.53s,−83° 14′ 10.5″,9.44,,1340,A9:Ia/Iabw,"RR Lyr variable, *V*max = 8.7m, *V*min = 9.97m, *P* = 0.54258 d"
HD 190290,,CK,190290,,20h 13m 56.35s,−78° 52′ 42.3″,9.9,,,ApEuSr,"rapidly oscillating Ap star, Δ*V* = 0.1m"
RV Oct,,RV,,67227,13h 46m 31.75s,−84° 24′ 06.4″,10.94,,2470,,"RR Lyr variable, *V*max = 10.356m, *V*min = 11.538m, *P* = 0.5711700 d"
EUVE J0317-85.5,,CL,,,03h 17m 15.81s,−85° 32′ 25.5″,14.72,,,DA,"ZZ Cet variable, *V*max = 14.72m, *V*min = 14.9m"
AO Oct,,AO,,,21h 05m 08.23s,−75° 21′ 01.8″,21,,,,"SU UMa variable, *V*max = 14.2m, *V*min = 21.0m, *P* = 0.06557 d"
"Table legend: 
[TABLE]",,,,,,,,,,,
