Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
HD 186943,,,QY,186943,97281,19h 46m 15.94s,+28° 16′ 19.1″,10.23,,,WN3+O9.5V,Wolf–Rayet star and eclipsing binary
WW Vul,,,WW,344361,,19h 25m 58.75s,+21° 12′ 31.3″,10.25,,,A3,"UX Ori variable, *V*max = 10.25m, *V*min = 12.94m"
AW Vul,,,AW,340420,,20h 29m 01.67s,+24° 48′ 27.9″,11.4,,,F0,"Algol variable, *V*max = 10.8m, *V*min = 11.9m, *P* = 0.80645141 d"
Wolf 1346,,,,340611,101516,20h 34m 21.88s,+25° 03′ 49.7″,11.55,,50.68,DA2.4,white dwarf
PX Vul,,,PX,,,19h 26m 40.26s,+23° 53′ 50.9″,11.83,,,F3,"Orion variable, *V*max = 11.4m, *V*min = 12.8m"
G 185-32,,,PY,,,19h 37m 13.17s,+27° 43′ 18.1″,12.97,,,DA,"pulsating white dwarf, Δ*V* = 0.02m"
GD 385,,,PT,,,19h 52m 27.88s,+25° 09′ 29.1″,15.11,,124,DA4.2,"pulsating white dwarf, Δ*V* = 0.05m"
XTE J1859+225,,,V406,,,18h 58m 41.58s,+22° 39′ 29.6″,,,,G5V-K0V,low-mass X-ray binary
LV Vul,,,LV,,,19h 48m 00.52s,+27° 10′ 19.3″,16.9,,,,"nova, *V*max = 4.5m, *V*min = 16.9m"
PW Vul,,,PW,,,19h 26m 05.06s,+27° 21′ 58.8″,16.9,,,,"nova, *V*max = 6.4m, *V*min = 16.9m"
VW Vul,,,VW,,,20h 57m 45.07s,+25° 30′ 25.7″,17,,,,"Z Cam variable, *V*max = 13.1m, *V*min = 17.0m, *P* = 0.1687 d"
QU Vul,,,QU,,,20h 26m 45.94s,+27° 50′ 42.2″,17.9,,,,"nova, *V*max = 5.3m, *V*min = 17.9m"
NQ Vul,,,NQ,,,19h 29m 14.69s,+20° 27′ 59.6″,18,,,,"nova, *V*max = 6.01m, *V*min = 18m"
GS 2000+25,,,QZ,,,20h 02m 49.58s,+25° 14′ 11.3″,18.2,,,K3V-K6V,X-ray nova
V458 Vul,,,V458,,,19h 54m 24.61s,+20° 52′ 52.6″,18.3,,,,"nova, *V*max = 8.1m, *V*min = 18.3m, *P* = 0.06812255 d"
QV Vul,,,QV,,,19h 04m 40.32s,+21° 46′ 14.2″,19,,,,"nova, *V*max = 7m, *V*min = 19m"
CK Vul,,11[3],CK,,,19h 47m 38.1s,+27° 18′ 48″,20,,,,"nova, *V*max = 2.7m, *V*min = 20.0m"
PU Vul,,,PU,,,20h 21m 13.32s,+21° 34′ 18.7″,,,,A4II-F8Iab + M6IIIe,nova
WR 125,,,V378,,,19h 28m 15.62s,+19° 33′ 21.4″,,,,WCe+...,Wolf–Rayet star
QQ Vul,,,QQ,,,20h 05m 41.91s,+22° 39′ 58.7″,,,,M2,AM Her variable
PSR B1919+21,,,,,,19h 21m 44.81s,+21° 53′ 02.3″,,,2283,,first pulsar discovered
PSR B1930+22,,,,,,19h 32m 22.86s,+22° 20′ 52.1″,,,,,pulsar
PSR B1937+21,,,,,,19h 39m 38.56s,+21° 35′ 59.1″,,,,,millisecond pulsar
PSR B1953+29,,,,,,19h 55m 27.88s,+29° 08′ 43.5″,,,,,millisecond pulsar
PSR B2020+28,,,,,,20h 22m 37.07s,+28° 54′ 23.1″,,,,,pulsar
PSR J2007+2722,,,,,,20h 07m 15.77s,+27° 22′ 47.7″,,,17200,,pulsar
V407 Vul,,,V407,,,19h 14m 26.09s,+24° 56′ 44.6″,,,,,AM CVn variable
"Table legend: 
[TABLE]",,,,,,,,,,,,
