Name,B,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
V432 Sct,,V432,170397,90651,18h 29m 46.75s,−14° 34′ 55.3″,6.02,1.32,284,Ap,"α² CVn variable, Δ*V* = 0.012m, *P* = 2.1912 d"
HD 172831,,,172831,91751,18h 42m 36.12s,−07° 04′ 25.1″,6.13,1.77,243,K0.5III,
HD 170547,,,170547,90692,18h 30m 14.30s,−05° 43′ 26.9″,6.27,0.02,579,G8II-III,
HD 174866,,,174866,92674,18h 53m 01.80s,−09° 34′ 32.0″,6.27,1.23,332,A7Vn,
HD 169370,,,169370,90238,18h 24m 42.05s,−07° 04′ 33.1″,6.28,1.61,281,K0,
HD 173093,,,173093,91880,18h 43m 51.22s,−06° 49′ 04.8″,6.3,2.09,227,F7V,
HD 169009,,,169009,90083,18h 23m 02.10s,−10° 13′ 08.1″,6.32,1.21,343,B9.5V,suspected variable
HD 170902,,,170902,90884,18h 32m 20.66s,−14° 38′ 39.2″,6.36,2.01,241,A4/A5IV/V,
HD 171149,,,171149,90967,18h 33m 22.71s,−05° 54′ 41.9″,6.36,1.07,373,A0Vn,
HD 172594,,,172594,91677,18h 41m 42.46s,−14° 33′ 51.3″,6.4,-4.34,4592,F2/F3Ib/II,
HD 174328,,,174328,92456,18h 50m 31.17s,−13° 34′ 20.1″,6.48,-2.03,1638,K1II/III,
HD 171957,,,171957,91369,18h 38m 04.48s,−14° 00′ 17.1″,6.49,-0.15,694,B8II/III,
HD 174005,,,174005,92296,18h 48m 39.49s,−06° 00′ 15.8″,6.49,0.45,527,A2,
HD 169913,,,169913,90437,18h 27m 08.86s,−08° 02′ 25.6″,6.5,1.51,325,K0,
HD 169454,,V430,169454,90281,18h 25m 15.19s,−13° 58′ 42.3″,6.64,,,B1Ia,"α Cyg variable, *V*max = 6.5m, *V*min = 6.64m"
S Sct,,S,174325,92442,18h 50m 20.04s,−07° 54′ 27.4″,6.8,,1260,C,"semiregular variable, *V*max = 6.6m, *V*min = 7.3m, *P* = 149.7 d"
V496 Sct,,V496,,,18h 43m 45.57s,−07° 36′ 42.0″,7.1,,,,"nova, *V*max = 7.10m, *V*min = <19m"
RZ Sct,,RZ,169753,90382,18h 26m 33.52s,−09° 12′ 06.0″,7.53,,2260,B3Ib,"Algol variable, *V*max = 7.34m, *V*min = 8.84m, *P* = 15.1902079 d"
HD 173219,,V447,173219,91946,18h 44m 33.34s,−07° 06′ 38.2″,7.88,,,B1:V:npe,"Be star, Δ*V* = 0.12m"
SS Sct,,SS,173058,91867,18h 43m 43.51s,−07° 43′ 51.9″,7.9,,,F8,"Cepheid variable, *V*max = 7.9m, *V*min = 8.43m, *P* = 3.671253 d"
EW Sct,,EW,171955,91342,18h 37m 51.11s,−06° 47′ 48.5″,7.96,,1450,G5,"double-mode Cepheid variable, *V*max = 7.6m, *V*min = 8.2m, *P* = 5.82363 d"
V475 Sct,,V475,,,18h 49m 37.60s,−09° 33′ 15.9″,,,,,"nova, *V*max = 8.4m, *V*min = <16m"
RU Sct,,RU,172730,91697,18h 41m 56.38s,−04° 06′ 38.4″,8.84,,801,G5,"Cepheid variable, *V*max = 8.84m, *V*min = 9.96m, *P* = 19.7035 d"
RY Sct,,RY,169515,90303,18h 25m 31.48s,−12° 41′ 24.2″,9.12,,,B1IIIpe,"Beta Lyrae variable, *V*max = 9.12m, *V*min = 9.72m, *P* = 11.12471 d"
HD 173637,,V455,173637,92128,18h 46m 38.08s,−07° 55′ 55.1″,9.29,,,B1IV,γ Cas variable
EV Sct,,EV,,91239,18h 36m 39.60s,−08° 11′ 05.4″,9.9,,,G0II,"Cepheid variable, *V*max = 9.9m, *V*min = 10.32m, *P* = 3.09099 d"
RS Sct,,RS,,92340,18h 49m 11.25s,−10° 14′ 27.8″,9.95,,860,G0,"Beta Lyrae variable, *V*max = 9.78m, *V*min = 10.91m, *P* = 0.6642384 d"
AS 314,,V452,,91477,18h 39m 26.11s,−13° 50′ 47.2″,10.01,,32600,A3:Ia,α Cyg variable; candidate luminous blue variable
X Sct,,X,,90791,18h 31m 19.75s,−13° 06′ 29.5″,10.07,,1330,F5...,"Cepheid variable, *V*max = 9.5m, *V*min = 10.42m, *P* = 4.19807 d"
V443 Sct,,V443,,,18h 49m 38.95s,−06° 11′ 15.9″,10.48,,,,"nova, *V*max = 8.5m, *V*min = <13.2m"
CM Sct,,CM,,91738,18h 42m 26.82s,−05° 20′ 27.0″,10.93,,,,"Cepheid variable, *V*max = 10.79m, *V*min = 11.49m, *P* = 3.916997 d"
TY Sct,,TY,,91706,18h 42m 07.92s,−04° 17′ 36.5″,11,,733,F8,"Cepheid variable, *V*max = 10.31m, *V*min = 11.25m, *P* = 11.05302 d"
V476 Sct,,V476,,,18h 32m 04.75s,−06° 43′ 34.3″,11.1,,,,"nova, *V*max = 11.1m, *V*min = <17m"
UY Sct,,UY,,,18h 27m 36.53s,−12° 27′ 58.9″,11.2,,,M4Ia,one of the largest known stars; semiregular variable
LS 5039,,V479,,,18h 26m 15.06s,−14° 50′ 54.3″,11.23,,,O(f)N6.5V,"High-mass X-ray binary; microquasar; gamma-ray emitter; *V*max = 11.22m, *V*
min = 11.35m, *P* = 3.906 d"
V367 Sct,,V367,,,18h 33m 35.24s,−10° 25′ 38.0″,11.58,,,F5II,"double-mode Cepheid variable, *V*max = 11.21m, *V*min = 11.91m, *P* = 
6.29307 d"
FR Sct,,FR,,90115,18h 23m 22.79s,−12° 40′ 51.8″,11.6,,,M1:II,slow irregular variable; Algol variable
MWC 300,,V431,,90617,18h 29m 25.69s,−06° 04′ 37.3″,11.6,,,Bpe,"α2 CVn variable, *V*max = 11.6m, *V*min = 12.1m, *P* = 2.1510141 d"
BX Sct,,BX,,,18h 50m 09.24s,−04° 22′ 05.2″,11.7,,,F6,"Cepheid variable, *V*max = 11.7m, *V*min = 12.62m, *P* = 6.41133 d"
COROT-17,,,,,18h 34m 47s,−06° 36′ 44″,15.46,,3001,G2V,has a transiting planet (b)
4U 1850-087,,,,,18h 53m 04.89s,−08° 42′ 19.7″,21,,22500,,Low-mass X-ray binary
CRL 2136,,,,,18h 22m 26.59s,−13° 30′ 15.7″,,,,,massive young star
OH 17.7-2.0,,V445,,,18h 30m 30.62s,−14° 28′ 55.8″,,,,K2/K3:II/III:,semiregular variable
OH 26.5+0.6,,V437,,,18h 37m 32.51s,−05° 23′ 59.2″,,,,M,Mira variable
PSR B1829-10,,,,,18h 32m 40.9s,−10° 21′ 34″,,,,n/a,pulsar
PSR B1822-09,,,,,18h 25m 30.55s,−09° 35′ 22.1″,,,,,pulsar
PSR B1823-13,,,,,18h 26m 13.18s,−13° 34′ 46.8″,,,,,pulsar
PSR B1828-10,,,,,18h 30m 47.57s,−10° 59′ 27.9″,,,,,pulsar; possible planetary companion
PSR J1833-1034,,,,,18h 33m 33.57s,−10° 34′ 07.5″,,,,,pulsar
1E 1841-045,,,,,18h 41m 19.34s,−04° 56′ 11.16″,,,,,magnetar in supernova remnant
EU Sct,,EU,,,18h 56m 13.12s,−04° 12′ 32.3″,,,,,nova
V368 Sct,,V368,,,18h 45m 43.53s,−08° 33′ 00.9″,,,,,nova
V373 Sct,,V373,,,18h 55m 26.71s,−07° 43′ 05.5″,,,,,nova
"Table legend: 
[TABLE]",,,,,,,,,,,
