Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
R And,,,R,1967,1901,00h 24m 01.95s,+38° 34′ 37.3″,7.39,,,S6.5IIIeZr6Ti2,"Mira variable, *V*max = 5.8m, *V*min = 15.2m, *P* = 409.2 d"
HD 1605,,,,1605,1640,00h 20m 32.0s,+30° 58′ 29″,7.52,2.88,276,K1IV,has two planets (b & c)
HD 13931,,,,13931,10626,02h 16m 47.38s,+43° 46′ 22.8″,7.52,4.3,144,G0,has a planet (b)
HD 5583,,,,5583,,00h 57m 57.0s,+34° 59′ 08″,7.6,0.88,721,K0,has a planet (b)
RW And,,,RW,4489,,00h 47m 18.92s,+32° 41′ 08.6″,7.9,,,"M5e-M10e(S6,2e)","Mira variable, *V*max = 7.9m, *V*min = 15.7m, *P* = 430 d"
GRB 34,,,,1326,1475,00h 18m 22.9s,+44° 01′ 22″,8.01,10.25,11.62,M6Ve + M1Ve,"16th closest star system, binary; both components GQ and GX And flare stars"
HD 15082,,,,15082,11397,02h 26m 51.06s,+37° 33′ 01.7″,8.3,3,377,A5,has a transiting planet WASP-33b
Z And,,,Z,221650,116287,23h 33m 39.95s,+48° 49′ 05.9″,10.53,2.38,1393,M2III + B1eq,"prototype of Z And variables, *V*max = 7.7m, *V*min = 11.3m"
HAT-P-6,,,,,,23h 39m 05.81s,+42° 27′ 57.5″,10.54,4.03,650,F,has a transiting planet (b)
HAT-P-16,,,,,,00h 38m 17.56s,+42° 27′ 47.2″,10.8,3.9,766,F8,has a transiting planet (b)
HAT-P-32,,,,,,02h 01m 10s,+46° 41′ 16″,11.29,3.76,1044,F/G,has a transiting planet (b)
WASP-1,,,,,,00h 20m 40.08s,+31° 59′ 23.8″,11.79,3.89,1239,F7V,has a transiting planet (b)
Kepler-63,,,,,,01h 17m 07.6s,+49° 32′ 54″,12.02,5.52,652,,has a transiting planet (b)
Ross 248,,,,,,23h 41m 54.99s,+44° 10′ 40.8″,12.29,14.79,10.32,M6e,"HH And; 8th closest star system, flare star"
HAT-P-19,,,,,,00h 38m 04s,+34° 42′ 42″,12.9,6.24,701,K,has a transiting planet (b)
HAT-P-28,,,,,,00h 52m 00s,+34° 43′ 42″,13.03,5.05,1288,G3,has a transiting planet (b)
HAT-P-53,,,,,,01h 27m 29.0s,+38° 58′ 05″,13.73,4.45,2345,,has a transiting planet (b)
S And,,,S,,,00h 42m 43.11s,+41° 16′ 04.2″,,,2600000,Ia,"SN 1885A; BD+40°147a; type Ia supernova in the Andromeda Galaxy, *V*max = 
5.8m, *V*min = < 16m"
"Table legend: 
[TABLE]",,,,,,,,,,,,
