Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
ψ Sco,ψ,15,,145570,79375,16h 12m 00.00s,−10° 03′ 51.1″,4.93,1.41,165,A3IV,
HD 143787,,,,143787,78650,16h 03m 20.67s,−25° 51′ 54.5″,4.96,0.9,212,K3III,
HD 153613,,,,153613,83336,17h 01m 52.65s,−32° 08′ 36.2″,5.03,-0.86,491,B8V,
HD 154948,,,,154948,84033,17h 10m 42.35s,−44° 33′ 27.2″,5.06,0.24,300,G8/K0III+..,
ξ Sco B,ξ,,,144069,78727,16h 04m 22.3s,−11° 22′ 18″,5.07,,92,F5IV,component of the ξ Sco system
HD 145250,,,,145250,79302,16h 11m 02.13s,−29° 24′ 57.6″,5.09,0.62,255,K0III,
HD 157243,,,,157243,85162,17h 24m 13.09s,−44° 09′ 45.0″,5.1,-1.73,756,B7III,
Antares B,α,21,,148479,,16h 29m 24.2s,−26° 25′ 51″,5.2,-0.9,553,B2.5V,component of the Antares system
HD 151804,,,V973,151804,82493,16h 51m 33.72s,−41° 13′ 49.9″,5.23,-6.36,6792,O8Iaf,"α Cyg variable, *V*max = 5.22m, *V*min = 5.28m"
χ Sco,χ,17,,145897,79540,16h 13m 50.91s,−11° 50′ 15.8″,5.24,-0.41,439,K3III,
HD 148688,,,V1058,148688,80945,16h 31m 41.77s,−41° 49′ 01.7″,5.31,-6.79,8579,B1Ia,α Cyg variable
HD 144690,,,,144690,79050,16h 08m 07.52s,−26° 19′ 36.0″,5.35,-0.23,425,M2III,"variable star, Δ*V* = 0.008m, *P* = 7.61 d"
HD 147513,,,,147513,80337,16h 24m 01.24s,−39° 11′ 34.8″,5.37,4.82,42,G3/G5V,has a planet (b)
HD 142165,,,,142165,77858,15h 53m 53.92s,−24° 31′ 59.1″,5.38,-0.14,414,B5V,
HR 5907,,,V1040,142184,77859,15h 53m 55.87s,−23° 58′ 40.9″,5.41,0.01,393,B2V,"Algol variable, *V*max = 5.39m, *V*min = 5.43m, *P* = 1.02 d"
HD 147628,,,,147628,80390,16h 24m 31.77s,−37° 33′ 57.5″,5.42,-0.36,468,B8V,"suspected rotating ellipsoidal variable, Δ*V* = 0.02m"
HD 142990,,,V913,142990,78246,15h 58m 34.87s,−24° 49′ 53.1″,5.43,-0.45,488,B5V,"SX Ari variable, *V*max = 5.4m, *V*min = 5.47m, *P* = 0.98 d"
16 Sco,,16,,145607,79387,16h 12m 07.29s,−08° 32′ 51.3″,5.43,1.01,250,A4V,
HD 149404,,,V918,149404,81305,16h 36m 22.57s,−42° 51′ 31.9″,5.46,-4.39,3047,O9Ia,"rotating ellipsoidal variable, *V*max = 5.42m, *V*min = 5.5m, *P* = 9.81 d"
HD 152234,,,,152234,82676,16h 54m 01.84s,−41° 48′ 23.0″,5.46,-5.84,5927,B0.5Ia,in NGC 6231; suspected variable
HD 151078,,,,151078,82135,16h 46m 47.97s,−39° 22′ 36.8″,5.48,0.21,369,K0III,
27 Sco,,27,,152820,82960,16h 57m 11.17s,−33° 15′ 34.1″,5.48,-1.25,724,K5III,
18 Sco,,18,,146233,79672,16h 15m 37.13s,−08° 22′ 05.7″,5.49,4.76,46,G1V,"solar twin; suspected variable, *V*max = 5.48m, *V*min = 5.59m"
HD 144987,,,,144987,79199,16h 09m 52.61s,−33° 32′ 44.5″,5.5,-0.12,433,B8V,
HD 146836,,,,146836,79980,16h 19m 32.68s,−30° 54′ 24.4″,5.53,2.44,135,F5IV,
HD 156098,,,,156098,84551,17h 17m 03.71s,−32° 39′ 45.7″,5.53,2.01,165,F6V,
HD 160668,,,,160668,86698,17h 42m 51.09s,−36° 56′ 43.8″,5.53,-0.57,542,K5III,
HD 155806,,,V1075,155806,84401,17h 15m 19.25s,−33° 32′ 54.3″,5.53,-5.13,4466,O8Ve,Be star
HD 162587,,,,162587,87569,17h 53m 23.47s,−34° 53′ 42.4″,5.58,-1.97,1055,K3III,in Messier 7
4 Sco,,4,,142445,77984,15h 55m 30.10s,−26° 15′ 57.3″,5.63,0.02,432,A3V,
HD 150742,,,,150742,81972,16h 44m 42.60s,−40° 50′ 22.6″,5.64,-0.26,492,B3V,
HD 155259,,,,155259,84150,17h 12m 16.22s,−39° 30′ 24.4″,5.66,1.61,211,A0/A1V,
12 Sco,c1,12,,145483,79399,16h 12m 16.05s,−28° 25′ 01.9″,5.67,0.87,298,B9V,
HD 159176,,,V1036,159176,86011,17h 34m 42.49s,−32° 34′ 54.0″,5.69,-4.4,3396,O6V+...,"in NGC 6383; trinary star; rotating ellipsoidal variable, *V*max = 5.67m, 
*V*min = 5.73m, *P* = 3.37 d"
11 Sco,,11,,144708,79005,16h 07m 36.44s,−12° 44′ 43.2″,5.75,0.17,426,B9V,
HD 156293,,,,156293,84690,17h 18m 47.84s,−44° 07′ 46.9″,5.76,0.68,339,B9V,suspected variable
