Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
HD 43317,,,,43317,29739,06h 15m 47.01s,+04° 17′ 01.1″,6.62,,1200,B3IV,"slowly pulsating B star and β Cep variable, Δ*V* = 0.01m, *P* = 0.91 d"
σ Ori D,σ,48,,37468,,05h 38m 45.62s,−02° 35′ 58.9″,6.62,,1148,B2V,component of the σ Ori system
θ1 Ori D,θ1 D,41,,37023,26224,05h 35m 17.20s,−05° 23′ 15.7″,6.71,,1600,B1.5Vp,component of the Trapezium; suspected variable
θ1 Ori A,θ1 A,41,,37020,26220,05h 35m 15.82s,−05° 23′ 14.3″,6.73,,1600,B0.5V,"component of the Trapezium; triple star system; Algol variable, *V*max = 
6.72m, *V*min = 7.65m, *P* = 65.43 d"
HD 35155,,,V1261,35155,25092,05h 22m 18.64s,−08° 35′ 58.0″,6.77,,939,"S4,1","Z And and rotating ellipsoidal variable, *V*max = 6.68m, *V*min = 7.08m, *P* 
= 641 d"
Mintaka C,δ,34,,36485,25930,05h 32m 00.50s,−00° 17′ 04.0″,6.83,,916,B2V,component of the Mintaka system; suspected variable
HD 42618,,,,42618,29432,06h 12m 01.0s,+06° 46′ 59″,6.84,,77,G4V,has a planet (b)
KX Ori,,,KX,36958,,05h 35m 04.79s,−04° 43′ 54.6″,6.9,,,B3V,Orion variable
Gliese 205,,,,36395,25878,05h 31m 27.50s,−03° 40′ 38.0″,6.97,,19,M1.5V,
V901 Ori,,,V901,37776,26742,05h 40m 56.37s,−01° 30′ 25.9″,6.97,,1080,B2IV,"SX Ari variable, *V*max = 6.97m, *V*min = 7.02m, *P* = 1.54 d"
HD 33636,,,,33636,24205,05h 11m 46.45s,+04° 24′ 12.7″,7.06,,92,G0VCH-0.3,binary star
HD 31253,,,,31253,22826,04h 54m 44s,+12° 21′ 08″,7.13,,175.5,F8,has a planet (b)
S Ori,,,S,36090,25673,05h 29m 00.89s,−04° 41′ 32.8″,7.2,,3662,M6.5-7.5e,"Mira variable, *V*max = 7.2m, *V*min = 13.1m, *P* = 444 d"
HD 37824,,,V1149,37824,26795,05h 41m 26.79s,+03° 46′ 40.9″,7.2,,446,G5,"RS CVn variable, Δ*V* = 0.11m, *P* = 3.88 d"
HD 37058,,,V359,37058,,05h 35m 33.36s,−04° 50′ 15.2″,7.3,,,B3Vp,"SX Ari variable, *V*max = 7.25m, *V*min = 7.36m, *P* = 15.26 d"
HD 34445,,,,34445,24681,05h 17m 40.98s,+07° 21′ 12.0″,7.31,3.97,152,G0,has a planet
HD 37151,,,V1179,37151,26304,05h 36m 06.23s,−07° 43′ 27.3″,7.37,,627,B8V,"α2 CVn variable, Δ*V* = 0.1m"
V1192 Ori,,,V1192,31993,23245,05h 00m 08.22s,+03° 17′ 12.0″,7.5,,721,K2III,"RS CVn variable, *V*max = 7.5m, *V*min = 7.57m, *P* = 29.5 d"
HD 36629,,,,36629,26000,05h 32m 57.08s,−04° 34′ 59.3″,7.65,,,B2Vv,has a subdwarf companion; suspected variable
HD 37903,,,,37903,26816,05h 41m 38.39s,−02° 15′ 32.5″,7.83,,970,B1.5V,illuminates NGC 2023; suspected variable
HD 35298,,,V1156,35298,25235,05h 23m 50.36s,+02° 04′ 55.8″,7.89,,1730,B7IV,"SX Ari variable, Δ*V* = 0.03m, *P* = 1.85 d"
HD 37806,,,,37806,26752,05h 41m 02.29s,−02° 43′ 00.7″,7.9,,1600,A2Vpe,"Orion variable, *V*max = 7.86m, *V*min = 8.08m"
θ1 Ori B,θ1 B,41,BM,37021,,05h 35m 16.10s,−05° 23′ 07.0″,7.96,,1600,B1V,"component of the Trapezium; quintuple star system; Algol variable, *V*max = 
7.9m, *V*min = 8.65m, *P* = 6.47 d"
V372 Ori,,,V372,36917,,05h 34m 46.98s,−05° 34′ 14.59″,8.03,,,A0V,"Orion variable, *V*max = 7.94m, *V*min = 8.13m"
HD 36668,,,V1107,36668,26048,05h 33m 26.06s,+00° 37′ 16.9″,8.06,,811,B8V,"SX Ari variable, Δ*V* = 0.02m, *P* = 2.12 d"
HD 38801,,,,38801,27384,05h 47m 59.18s,−08° 19′ 39.7″,8.26,3.47,296,K0IV,has a planet (b)
HD 39392,,,,39392,27828,05h 53m 19.0s,+22° 04′ 20″,8.38,,307,F8,has a planet (b)
RS Ori,,,RS,44415,30286,06h 22m 13.19s,+14° 40′ 41.3″,8.42,,4020,F4Ib,"classical Cepheid, *V*max = 8.01m, *V*min = 8.88m, *P* = 7.57 d"
σ Ori C,σ,48,,,,05h 38m 44.12s,−02° 36′ 06.3″,8.79,,1148,A2V,component of the σ Ori system
HD 37605,,,,37605,26664,05h 40m 01.73s,+06° 03′ 38.1″,8.69,5.53,140,K0,has two planets
V351 Ori,,,V351,38238,27059,05h 44m 18.79s,+00° 08′ 40.4″,8.87,,547,A7IIIe,"UX Ori star and δ Sct variable, *V*max = 8.7m, *V*min = 9.8m, *P* = 0.06 d"
V2689 Ori,,,V2689,245409,26335,05h 36m 30.99s,+11° 19′ 40.32″,8.9,,37,K7-M0V,"passed near the sun 500,000 years ago; BY Dra variable, *V*max = 8.80m, *V*
min = 9.85m, *P* = 12.13 d"
HD 290327,,,,290327,25191,05h 23m 21.56s,−02° 16′ 39.4″,8.96,5.26,179,G5IV,has a planet
DN Ori,,,DN,40632,28456,06h 00m 28.35s,+10° 13′ 05.0″,9.15,,942,A2e,Algol variable
V1355 Ori,,,V1355,291095,,06h 02m 40.36s,−00° 51′ 37.3″,9.19,,,K0-2IV,"RS CVn variable, *V*max = 8.97m, *V*min = 9.35m"
FT Ori,,,FT,42858,,06h 13m 58.15s,+21° 25′ 39.2″,9.29,,,A0,"Algol variable, *V*max = 9.1m, *V*min = 9.9m, *P* = 3.15 d"
ER Ori,,,ER,,24156,05h 11m 14.51s,−08° 33′ 24.7″,9.46,,1340,G1V:,"W UMa variable, *V*max = 9.28m, *V*min = 10.01m, *P* = 0.42 d"
HD 250550,,,V1307,250550,28582,06h 01m 59.99s,+16° 30′ 56.7″,9.48,,,B9e,"Orion variable, Δ*V* = 0.35m"
UX Ori,,,UX,293782,23602,05h 04m 29.99s,−03° 47′ 14.3″,9.48,,913,A4IVe,"prototype UX Ori star, *V*max = 9.48m, *V*min = 12.5m"
EY Ori,,,EY,36412,25863,05h 31m 18.41s,−05° 42′ 13.5″,9.49,,,A7V,"Algol variable, *V*max = 9.43m, *V*min = 10.13m, *P* = 16.79 d"
BN Ori,,,BN,,,05h 36m 29.35s,+06° 50′ 02.2″,9.6,,,F4e,"T Tau star, *V*max = 9.60m, *V*min = 9.70m, *P* = 0.65 d"
FU Ori,,,FU,,,05h 45m 22.36s,+09° 04′ 12.4″,9.6,,,F0Iab,prototype FU Orionis star
BF Ori,,,BF,,26403,05h 37m 13.26s,−06° 35′ 00.6″,9.69,,,A7III,"UX Ori star, *V*max = 9.69m, *V*min = 13.47m"
Gliese 221,,,,,27803,05h 53m 00.28s,−05° 59′ 41.4″,9.69,,66,K7V/M0V,has 2 planets
V586 Ori,,,V586,37258,,05h 36m 59.25s,−06° 09′ 16.4″,9.77,,,A3V,"UX Orionis star, *V*max = 9.48m, *V*min = 11.41m"
HD 37411,,,V1788,37411,,05h 38m 14.51s,−05° 25′ 13.3″,9.79,,,B9Ve,"Orion variable, *V*max = 9.76m, *V*min = 9.85m"
BD +03 740,,,,,23344,05h 01m 16.62s,+04° 06′ 37.0″,9.81,,371,sd:F0,metal-poor star
HD 34282,,,V1366,34282,24552,05h 16m 00.48s,−09° 48′ 35.4″,9.84,,622,A0,"UX Ori star and δ Sct variable, *V*max = 9.75m, *V*min = 10.62m"
EW Ori,,,EW,287727,,05h 20m 09.15s,+02° 02′ 40.0″,9.9,,,F8,"Algol variable, *V*max = 9.9m, *V*min = 10.6m, *P* = 6.94 d"
V1162 Ori,,,V1162,,,05h 32m 01.99s,−07° 15′ 24.6″,9.9,,,A6mF2,δ Sct variable
Z Ori,,,Z,249313,28045,05h 55m 50.93s,+13° 41′ 42.0″,9.98,,,B4V...,Algol variable
GW Ori,,,GW,244138,25689,05h 29m 08.39s,+11° 52′ 12.7″,10.1,,896,G5/8Ve,triple star; T Tau star
WASP-82,,,,,,04h 50m 39.0s,+01° 53′ 38″,10.1,,652,F5,has a transiting planet (b)
V1005 Ori,,,V1005,,23200,04h 59m 34.83s,+01° 47′ 00.7″,10.11,,84,M0Ve,"T Tau star and flare star, Δ*V* = 0.067m, *P* = 4.41 d"
V346 Ori,,,V346,287841,25299,05h 24m 42.80s,+01° 43′ 48.3″,10.17,,1570,A,"UX Ori star and δ Sct variable, *V*max = 10.1m, *V*min = 10.9m, *P* = 0.03 d"
CO Ori,,,CO,,25540,05h 27m 38.34s,+11° 25′ 39.0″,10.3,,1060,F7Ve,"UX Ori star, *V*max = 10.0m, *V*min = 12.8m"
FZ Ori,,,FZ,288166,,05h 41m 21.01s,+02° 36′ 23.0″,10.7,,,G0,"W UMa variable, *V*max = 10.7m, *V*min = 11.3m, *P* = 0.40 d"
V380 Ori,,,V380,,26327,05h 36m 25.43s,−06° 52′ 57.7″,10.7,,,A1e,quadruple star; UX Ori star
GG Ori,,,GG,290842,,05h 43m 10.22s,−00° 41′ 14.9″,,,,A2,Algol variable
HK Ori,,,HK,,,05h 31m 28.05s,+12° 09′ 10.3″,11.2,,,A2?e+G0?e,"UX Ori star, *V*max = 11.2m, *V*min = 12.3m"
T Ori,,,T,,,05h 35m 50.44s,−05° 28′ 34.9″,11.25,,,A3IVeb,"UX Ori star, *V*max = 9.5m, *V*min = 12.6m"
DY Ori,,,DY,,,06h 06m 14.91s,+13° 54′ 19.1″,11.29,,,,"RV Tau variable, *V*max = 11.2m, *V*min = 12.2m, *P* = 60.84 d"
LkHα 208,,,,,,06h 07m 49.54s,+18° 39′ 26.5″,11.3,,1000,F0Ve,associated with a bipolar nebula
GJ 3379,,,,,,06h 00m 03.50s,+02° 42′ 23.7″,11.31,,17,M4.0V,
FH Ori,,,FH,243229,,05h 23m 18.62s,+04° 15′ 38.2″,11.37,,,A2,Algol variable
θ1 Ori E,θ1 E,41,,,,05h 35m 15.77s,−05° 23′ 10.02″,11.4,,1600,G2IV+G2IV,"component of the Trapezium; Algol variable and T Tau star, Δ*V* = 0.1m, *P* 
= 9.90 d"
V371 Ori,,,V371,,26081,05h 33m 44.81s,+01° 56′ 43.4″,11.5,,51,M2.5V,flare star
Ross 87,,,V1352,,26857,05h 42m 09.27s,+12° 29′ 21.6″,11.51,,19,M4.0V,"BY Dra variable, *V*max = 11.48m, *V*min = 11.55m"
Gliese 179,,,,,22627,04h 52m 05.73s,+06° 28′ 35.5″,11.96,7.41,40,M3.5,has a planet
GP Ori,,,GP,286340,,05h 02m 48.07s,+15° 19′ 12.6″,12.2,,,SC7/8,semiregular variable
RX J0529.4+0041,,,V1642,,,05h 29m 20.65s,+00° 41′ 28.0″,12.3,,,K2,"Algol variable, *V*max = 12.03m, *V*min = 13.07m, *P* = 3.04 d"
GU Ori,,,GU,,,06h 10m 04.62s,+12° 49′ 46.6″,,,,,"W UMa variable, *V*max = 12.5m, *V*min = 13.3m, *P* = 0.47 d"
YY Ori,,,YY,,,05h 34m 47.53s,−05° 57′ 56.9″,13.2,,,K2IVe,prototype YY Orionis star
LV 2,θ1 G,41,,,,05h 35m 16.72s,−05° 23′ 16.6″,13.68,,1600,K0.7,component of the Trapezium; has a protoplanetary disk
G 99-47,,,V1201,,,05h 56m 25.47s,+05° 21′ 48.6″,14.1,,26,DA8P,"variable white dwarf, *V*max = 13m, *V*min = 14.12m"
V1118 Ori,,,V1118,,,05h 34m 44.75s,−05° 33′ 42.2″,14.43,,,M1e,EXor
LP 658-2,,,,,,05h 55m 09.49s,−04° 10′ 04.3″,14.45,,21,DZ11,
G 99-37,,,,,,05h 51m 19.48s,−00° 10′ 21.3″,14.6,,36,DQ8P,strongly magnetized white dwarf
V1159 Ori,,,V1159,,,05h 28m 59.57s,−03° 33′ 52.3″,,,,,ER UMa variable
V1309 Ori,,,V1309,,,05h 15m 41.41s,+01° 04′ 40.5″,15.2,,,WD+M0V,"polar, *V*max = 15.2m, *V*min = 18.2m"
CN Ori,,,CN,,,05h 52m 07.79s,−05° 25′ 00.5″,16.2,,,,"SS Cyg variable, *V*max = 12.1m, *V*min = 16.2m"
CZ Ori,,,CZ,,,06h 16m 43.23s,+15° 24′ 11.3″,17.6,,,,"SS Cygni variable, *V*max = 12.1m, *V*min = 17.6m"
V1647 Ori,,,V1647,,,05h 46m 13.14s,−00° 06′ 04.8″,18.1,,,,"EXor, *V*max = 18.1m, *V*min = <20m"
4U 0614+091,,,V1055,,,06h 17m 07.3s,+09° 08′ 13″,18.5,,,,low-mass X-ray binary; producing relativistic jets
Becklin–Neugebauer Object,,,V2254,,,05h 35m 14.11s,−05° 22′ 22.7″,,,,B,Orion variable; well-studeid protostar
2MASS J05352184-0546085,,,V2384,,,05h 35m 21.84s,−05° 46′ 08.6″,,,,M7,has a brown dwarf companion; Algol variable
OMC-2 FIR 4,,,V2457,,,05h 35m 26.97s,−05° 09′ 54.5″,,,,M7,has a circumstellar disk; Orion variable
Orion Source I,,,,,,05h 35m 14.51s,−05° 22′ 30.4″,,,,,protostellar binary
Reipurth 50,,,,,,05h 40m 27.45s,−07° 27′ 30.1″,,,,,suspected FU Ori star
S Ori 70,,,,,,05h 38m 10.10s,−02° 26′ 26.0″,,,,T6,possibly a rogue planet
WISE J0521+1025,,,,,,05h 21m 26.30s,+10° 25′ 28.5″,16,,,,brown dwarf
TNJ235,,,,,,06h 10m 06s,,,,,,
"Table legend: 
[TABLE]",,,,,,,,,,,,
