Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
HD 358623,,,AZ,358623,,20h 56m 02.74s,−17° 10′ 53.7″,10.48,,,K6Ve+M2,"T Tau star, Δ*V* = 0.098m, *P* = 3.403 d"
HD 193334,,,,193334,,20h 20m 23.0s,−19° 18′ 53″,10.68,,,G2,"WASP-68, has a transiting planet (b)"
TW Cap,,,TW,,99765,20h 14m 28.42s,−13° 50′ 07.9″,10.7,,,A5Ib...,"W Vir variable, *V*max = 9.95m, *V*min = 11.4m, *P* = 28.585 d"
RV Cap,,,RV,,103755,21h 01m 28.87s,−15° 13′ 46.1″,10.97,,,A8,"RR Lyr variable, *V*max = 10.22m, *V*min = 11.57m, *P* = 0.44774401 d"
YZ Cap,,,YZ,358431,105285,21h 19m 32.41s,−15° 07′ 01.2″,11.09,,793,F5,"RR Lyr variable, *V*max = 11.02m, *V*min = 11.6m, *P* = 0.2734563 d"
HATS-3,,,,,,20h 49m 50.0s,−24° 25′ 44″,11.44,,1477,F,has a planet (b)
Wolf 922,,,BB,,106255,21h 31m 18.61s,−09° 47′ 26.5″,11.99,,27.049,M4.5e,"BY Dra variable, *V*max = 11.96m, *V*min = 11.99m"
WASP-89,,,,,,20h 55m 36.0s,−18° 58′ 16″,13.1,,,K3,has a transiting planet (b)
PSR B2045-16,,,,,,20h 48m 35.45s,−16° 16′ 43.0″,,,,,pulsar
"Table legend: 
[TABLE]",,,,,,,,,,,,
