Name,B,F,G.,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
95 Leo,o,95,,,103578,58159,11h 55m 40.53s,+15° 38′ 48.5″,5.53,-0.65,560,A3V,
86 Leo,,86,,,100006,56146,11h 30m 29.08s,+18° 24′ 35.1″,5.54,0.55,325,K0III,
,,,,,83069,47168,09h 36m 42.85s,+31° 09′ 42.6″,5.57,-0.25,475,M2III,
81 Leo,,81,,,99285,55765,11h 25m 36.46s,+16° 27′ 23.6″,5.58,2.21,154,F2V,
44 Leo,,44,13,DE,90254,51008,10h 25m 15.19s,+08° 47′ 05.8″,5.61,-1.06,704,M2IIIs,DE Leo
15 Leo,f,15,,,84107,47701,09h 43m 33.27s,+29° 58′ 29.0″,5.64,2.2,159,A2IV,
18 Leo,,18,,,84561,47959,09h 46m 23.34s,+11° 48′ 36.0″,5.67,-0.99,701,K4III,
49 Leo,,49,16,TX,91636,51802,10h 35m 02.19s,+08° 39′ 01.6″,5.67,-0.09,462,A2V,TX Leo; Algol variable
EO Leo,,,,,87015,49220,10h 02m 48.96s,+21° 56′ 57.4″,5.68,-2.75,1583,B2.5IV,
67 Leo,,67,,,96738,54487,11h 08m 49.08s,+24° 39′ 30.4″,5.7,0.21,408,A3IV,53 Leonis Minoris
3 Leo,,3,3,,81873,46457,09h 28m 29.19s,+08° 11′ 18.1″,5.72,-0.29,518,K0III,
8 Leo,,8,,,83189,47189,09h 37m 02.59s,+16° 26′ 16.7″,5.73,-1.6,953,K1III,
85 Leo,,85,,,99902,56080,11h 29m 41.86s,+15° 24′ 48.2″,5.74,0.11,435,K4III,
,,,,,86513,48982,09h 59m 36.28s,+29° 38′ 43.2″,5.75,0.76,324,G9III:,
89 Leo,,89,65,,100563,56445,11h 34m 22.06s,+03° 03′ 37.5″,5.76,3.64,87,F5V,
36 G. Leo,,,39,,97605,54863,11h 14m 01.81s,+08° 03′ 39.4″,5.79,1.61,223,K3III,
5 G. Leo,,,5,,84542,47943,09h 46m 10.04s,+06° 42′ 31.0″,5.8,-1.72,1042,M1III,
,,,,,99196,55716,11h 24m 58.99s,+11° 25′ 49.1″,5.8,0.02,468,K4III,
,,,,,100808,56601,11h 36m 17.94s,+27° 46′ 52.7″,5.8,1.52,234,F0V,
39 Leo,,39,,,89125,50384,10h 17m 14.80s,+23° 06′ 23.2″,5.81,4.03,74,F8Vw,
,,,,,89024,50336,10h 16m 41.84s,+25° 22′ 14.5″,5.84,0.91,315,K2III:,
10 Sex,,-10,8,,86080,48734,09h 56m 26.03s,+08° 55′ 59.2″,5.85,-0.73,674,K2III:,
DR Leo,,,,DR,83787,47544,09h 41m 35.11s,+31° 16′ 40.2″,5.9,-1.4,942,K6III,
76 Leo,,76,45,,98366,55249,11h 18m 54.98s,+01° 39′ 01.9″,5.9,1,311,K0III:,
,,,,,102590,57606,11h 48m 38.77s,+14° 17′ 03.1″,5.9,1.55,242,F0V,
55 Leo,,55,22,,94672,53423,10h 55m 42.34s,+00° 44′ 13.0″,5.91,2.7,143,F2III,
56 Leo,,56,23,VY,94705,53449,10h 56m 01.48s,+06° 11′ 07.4″,5.91,0.92,325,M5IIIvar,VY Leo
35 Leo,,35,,,89010,50319,10h 16m 32.42s,+23° 30′ 10.8″,5.95,3.54,99,G2IV,
62 Leo,p3,62,31,,95849,54049,11h 03m 36.63s,−00° 00′ 03.0″,5.95,-0.21,557,K3III,
90 Leo,,90,,,100600,56473,11h 34m 42.50s,+16° 47′ 48.9″,5.95,-2.98,1988,B4V,
45 Leo,,45,,CX,90569,51213,10h 27m 38.99s,+09° 45′ 44.7″,6.01,0.65,385,A0sp...,CX Leo; α² CVn variable
R Leo,,,,R,84748,,09h 47m 33.50s,+11° 25′ 44.0″,6.02,,,,Mira variable
,,,,,88737,50174,10h 14m 29.84s,+21° 10′ 05.6″,6.02,2.44,169,F9V,
,,,,,101980,57240,11h 44m 13.17s,+25° 13′ 05.9″,6.02,-1.25,929,K5III,
11 Sex,,-11,9,,86369,48876,09h 58m 07.62s,+08° 18′ 50.6″,6.05,-0.04,539,K3III,
,,,,,88639,50109,10h 13m 49.72s,+27° 08′ 09.0″,6.05,0.67,389,G5III-IV,
50 G. Leo,,,50,,98960,55595,11h 23m 17.97s,+00° 07′ 55.4″,6.05,-0.53,675,K3,
,,,,,102660,57646,11h 49m 14.77s,+16° 14′ 34.8″,6.05,2.07,204,A3m,
43 Leo,,43,12,,89962,50851,10h 23m 00.46s,+06° 32′ 34.4″,6.06,1.82,229,K3III,
20 Leo,,20,,DG,85040,48218,09h 49m 50.12s,+21° 10′ 46.0″,6.1,0.11,514,A8IV,DG Leo; α² CVn variable
20 G. Leo,,,20,,94363,53240,10h 53m 25.04s,−02° 15′ 18.0″,6.12,1.61,261,K0III+...,
30 G. Leo,,,30,,95771,54027,11h 03m 14.55s,−00° 45′ 07.4″,6.12,2.43,178,F0V,
,,,,,90472,51161,10h 27m 00.52s,+19° 21′ 52.4″,6.15,1.13,329,K0,
42 Leo,,42,,,89774,50755,10h 21m 50.32s,+14° 58′ 32.9″,6.16,0.34,476,A1V,
,,,,,94720,53472,10h 56m 16.88s,+22° 21′ 06.0″,6.17,-0.28,637,K2,
59 G. Leo,,,59,,99651,55941,11h 27m 53.73s,−01° 41′ 59.8″,6.23,0.21,522,K2III:,
,,,,,82670,46938,09h 33m 59.17s,+23° 27′ 14.8″,6.26,0.29,509,K7III,
13 Leo,,13,,,83821,47550,09h 41m 38.50s,+25° 54′ 46.6″,6.26,0.16,541,K2III:,
,,,,,92941,52513,10h 44m 14.62s,+19° 45′ 32.0″,6.27,2.2,212,A5V,
HD 97658,,,,,97658,54906,11h 14m 33s,+25° 42′ 37″,6.27,,69,K1V,has a planet (b)
88 Leo,,88,,,100180,56242,11h 31m 45.14s,+14° 21′ 53.9″,6.27,4.46,75,G0V,
54 Leo,,54,,,94602,,10h 55m 37.30s,+24° 44′ 56.0″,6.3,,,,
,,,,,97244,54688,11h 11m 43.79s,+14° 24′ 00.7″,6.3,2.38,198,A5V,
,,,,,81361,46232,09h 25m 32.55s,+16° 35′ 08.3″,6.31,1.7,272,G9III:,
19 G. Leo,,,19,,94237,53167,10h 52m 36.10s,−00° 12′ 05.7″,6.31,-0.72,830,K5III,
7 Leo,,7,,,83023,47096,09h 35m 52.91s,+14° 22′ 46.5″,6.32,0.35,510,A1V,
80 Leo,,80,55,KV,99329,55791,11h 25m 50.10s,+03° 51′ 36.7″,6.35,2.41,200,F3IV,"KV Leo, γ Dor variable"
,,,,,87500,49445,10h 05m 40.96s,+15° 45′ 27.1″,6.36,1.07,372,F2Vn,
18 G. Leo,,,18,,94180,53141,10h 52m 13.69s,+01° 01′ 29.9″,6.37,-1.16,1045,A3V,
,,,,,102910,57779,11h 50m 55.42s,+12° 16′ 44.3″,6.37,2.66,180,A5m,
37 Sex,,-37,17,,93244,52660,10h 46m 05.68s,+06° 22′ 23.8″,6.38,1.22,351,K1III:,
,,,,,96372,54319,11h 06m 44.01s,+17° 44′ 14.7″,6.4,-0.46,769,K5,
6 LMi,,-6,,,80956,46058,09h 23m 31.85s,+25° 10′ 58.2″,6.41,-0.18,679,G5III-IV,
,,,,,89344,50516,10h 19m 00.74s,+24° 42′ 43.6″,6.42,-1.36,1173,K0,
34 Leo,,34,,,88355,49929,10h 11m 38.19s,+13° 21′ 18.7″,6.43,2.24,225,F7V,
67 G. Leo,,,67,,100659,56500,11h 34m 58.93s,−04° 21′ 40.2″,6.43,0.05,616,K0,
19 Leo,,19,,,84722,48029,09h 47m 25.99s,+11° 34′ 05.4″,6.44,1.67,293,A7Vn,
23 Leo,,23,,,85268,48324,09h 51m 01.97s,+13° 03′ 58.5″,6.45,-2.32,1852,M0III,
HD 100655,,,,,100655,56508,11h 35m 03.79s,+20° 26′ 29.6″,6.45,0.71,459,G9III,has a planet (b)
HN Leo,,,,HN,86358,48895,09h 58m 26.12s,+27° 45′ 32.6″,6.48,2.36,218,F3V,γ Dor variable
64 Leo,,64,,,96528,54388,11h 07m 39.72s,+23° 19′ 25.5″,6.48,2.09,246,A5m,
,,,,,84252,47779,09h 44m 30.00s,+18° 51′ 49.1″,6.49,0.72,464,K0,
,,,,,84680,48023,09h 47m 22.20s,+23° 38′ 51.7″,6.49,0.02,643,K0,
83 Leo A,,83,57,,99491,55846,11h 26m 45.75s,+03° 00′ 45.6″,6.49,5.25,58,K0IV,binary star
,,,64,,100456,56388,11h 33m 36.33s,+02° 29′ 56.7″,6.49,-1.44,1254,K5,
,,,,,82523,46891,09h 33m 18.32s,+28° 22′ 04.9″,6.5,1.68,300,A3Vnn,
18 LMi,,-18,,,86012,48742,09h 56m 31.36s,+32° 23′ 04.6″,6.55,3.02,165,F2,
9 Leo,,9,,,83273,47247,09h 37m 49.96s,+24° 40′ 13.1″,6.61,2.41,225,G0III,
11 Leo,,11,,,83343,47266,09h 38m 01.31s,+14° 20′ 50.8″,6.63,2.58,210,F2,
57 Leo,,57,,,94738,53460,10h 56m 10.53s,+00° 25′ 58.6″,6.65,-0.15,746,K0,
52 LMi,,-52,,,96418,54347,11h 07m 04.91s,+25° 32′ 13.8″,6.86,3.14,181,F8IV,
71 Leo,,71,,,98824,55533,11h 22m 29.02s,+17° 26′ 13.4″,7.03,0.16,773,K1III,
HD 89307,,,,,89307,50473,10h 18m 21.28s,+12° 37′ 16.0″,7.06,4.61,101,G0V,has a planet (b)
38 Sex,,-38,,,93431,53460,10h 47m 19.16s,+06° 20′ 46.4″,7.13,2.23,311,A2,
49 LMi,,-49,,,94671,53439,10h 55m 56.09s,+18° 09′ 10.8″,7.25,0.82,631,G5,
83 Leo B,,83,,,99492,55848,11h 26m 46.28s,+03° 00′ 22.8″,7.57,6.29,59,K2V,component of the 83 Leo system; has two planets (b and c)
HD 81040,,,,,81040,46076,09h 23m 47.09s,+20° 21′ 52.0″,7.74,5.18,106,G2/G3,has a planet (b)
HD 95089,,,,,95089,53666,10h 58m 47.74s,+01° 43′ 45.2″,7.95,2.08,486,K0D,has a planet (b)
HD 88133,,,,,88133,49813,10h 10m 07.68s,+18° 11′ 12.7″,8.06,3.7,243,G5IV,has a planet (b)
HD 96063,,,,,96063,54158,11h 04m 44 s,−02° 30′ 48″,8.37,,515,K0,has a planet (b)
HD 100777,,,,,100777,56572,11h 35m 51.53s,−04° 45′ 20.5″,8.42,4.81,172,K0V,has a planet (b)
HD 102272,,,,,102272,57428,11h 46m 23.54s,+14° 07′ 26.3″,8.71,0.93,1200,K0III,has two planets (b & c)
BD+20°2457,,,,,,,10h 16m 44.86s,+19° 53′ 29.0″,9.73,,650,K2II,has a planet (c) and a brown dwarf (b)
Gl 436,,,,,,57087,11h 42m 11.09s,+26° 42′ 23.7″,10.68,10.63,33,M2.5,"nearby, has a transiting planet (b)"
CW Leo,,,,CW,,,09h 47m 57.38s,+13° 16′ 43.6″,11(B),,200,C...,"AGB star, carbon star, variable; brightest star at N-band (10 μm wavelength)"
WASP-104,,,,,,,10h 42m 24.6s,+07° 26′ 06″,11.12,,466,G8,has a transiting planet (b)
WASP-106,,,,,,,11h 05m 43.1s,−05° 04′ 46″,11.21,,923,F9,has a transiting planet (b)
Wolf 359,,,,CN,,,10h 56m 28.99s,+07° 00′ 52.0″,13.45,16.64,7.78,M6 V,CN Leo; 3rd nearest star system; Proxima Leonis; flare star
DP Leonis,,,,DP,,,11h 17m 16.00s,+17° 57′ 41.1″,17.5,9.49,1304,DA/M5V?,has a planet (b)
"Table legend: 
[TABLE]",,,,,,,,,,,,,
