Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
27 Dra,f,27,,159966,85805,17h 31m 57.89s,+68° 08′ 04.9″,5.07,0.95,217,K0III,
59 Dra,,59,,180777,94083,19h 09m 09.75s,+76° 33′ 38.9″,5.11,2.93,89,A9V,
53 Dra,,53,,180006,94302,19h 11m 40.52s,+56° 51′ 32.7″,5.13,0.03,341,G8III,
AF Dra,,73,AF,196502,101260,20h 31m 30.40s,+74° 57′ 16.8″,5.18,-0.35,417,A0p...,α2 CVn variable
2 Dra,,2,,100696,56583,11h 36m 02.62s,+69° 19′ 23.7″,5.19,0.84,242,K0III,
,,,,141653,77277,15h 46m 39.95s,+62° 35′ 58.9″,5.19,0.59,272,A2IV,
64 Dra,e,64,,190544,98583,20h 01m 28.53s,+64° 49′ 15.6″,5.22,-0.97,564,M1III,
8 Dra,,8,IR,112429,63076,12h 55m 28.56s,+65° 26′ 18.8″,5.23,2.93,94,A5n,IR Dra; γ Doradus variable
26 Dra,,26,,160269,86036,17h 34m 59.25s,+61° 52′ 33.0″,5.23,4.49,46,G0V,
,,,,174980,92056,18h 45m 46.76s,+74° 05′ 07.3″,5.25,0.19,335,K0II-III,
,,,,148293,80161,16h 21m 48.74s,+69° 06′ 33.9″,5.26,0.48,294,K2III,
,,,,150449,81437,16h 38m 00.46s,+56° 00′ 55.4″,5.28,0.78,259,K1III,
3 Dra,,3,,101673,57111,11h 42m 28.43s,+66° 44′ 41.3″,5.32,-1.15,643,K3III,
,,,,199437,102599,20h 47m 33.56s,+80° 33′ 08.5″,5.36,-0.09,401,K1III,
9 Dra,,9,,113092,63432,12h 59m 55.28s,+66° 35′ 50.3″,5.37,-0.87,577,K2III,
,,,,147232,79804,16h 17m 15.34s,+59° 45′ 17.9″,5.37,-1.15,657,M4IIIa,
50 Dra,,50,,175286,92112,18h 46m 22.26s,+75° 26′ 01.7″,5.37,0.52,304,A1Vn,
,,,,171779,91013,18h 33m 56.70s,+52° 21′ 12.6″,5.38,-1.56,795,K0III,
75 Dra,,75,,196787,100965,20h 28m 14.45s,+81° 25′ 21.6″,5.38,-0.35,456,G9III,
LV Dra,,,LV,177003,93299,19h 00m 13.67s,+50° 32′ 00.5″,5.39,-1.02,623,B2.5IV,α2 CVn variable
51 Dra,,51,,178207,93713,19h 04m 55.17s,+53° 23′ 47.8″,5.4,0.25,349,A0Vn,
66 Dra,,66,,191277,98962,20h 05m 32.73s,+61° 59′ 42.9″,5.4,1.77,174,K3III,
7 Dra,,7,,111335,62423,12h 47m 34.34s,+66° 47′ 25.1″,5.43,-1.46,778,K5III,
ψ2 Dra,ψ2,34,,164613,87728,17h 55m 11.14s,+72° 00′ 18.5″,5.43,-1.3,723,F2.5II-III,
,,,,145454,78893,16h 06m 19.73s,+67° 48′ 35.9″,5.44,0.82,273,A0Vn,
,,,,107193,60044,12h 18m 50.07s,+75° 09′ 38.0″,5.47,0.73,289,A1V,
,,,,131507,72664,14h 51m 26.57s,+59° 17′ 37.1″,5.48,-0.18,442,K4III,
,,,,175225,92549,18h 51m 35.00s,+52° 58′ 28.3″,5.51,3.43,85,G9IVa,
49 Dra,,49,,177249,93340,19h 00m 43.47s,+55° 39′ 29.9″,5.51,-0.4,495,G5IIbCN...,
16 Dra,,16,,150100,81290,16h 36m 11.43s,+52° 53′ 59.9″,5.53,0.09,400,B9.5Vn,
,,,,156295,84183,17h 12m 32.56s,+62° 52′ 27.2″,5.54,2.44,136,F0IV,
AC Dra,,,AC,194258,100261,20h 20m 05.98s,+68° 52′ 48.9″,5.59,-1.01,681,M5III,variable
,,,,176598,92969,18h 56m 25.74s,+65° 15′ 29.4″,5.62,0.7,314,G8III,
,,,,158460,85290,17h 25m 41.36s,+60° 02′ 54.0″,5.65,0.56,340,A1Vn,
,,,,172340,90647,18h 29m 44.96s,+77° 32′ 49.5″,5.65,-0.17,475,K4III,
,,,,148374,80309,16h 23m 47.19s,+61° 41′ 47.0″,5.67,0.16,412,G8III,
48 Dra,,48,,176408,92997,18h 56m 45.08s,+57° 48′ 54.0″,5.67,0.95,286,K1III,
,,,,157681,84950,17h 21m 45.35s,+53° 25′ 13.5″,5.69,-0.6,591,K5III,
,,,,194298,100357,20h 21m 11.52s,+63° 58′ 48.3″,5.69,-1.07,733,K5III,
68 Dra,,68,,192455,99500,20h 11m 34.74s,+62° 04′ 42.1″,5.7,2.26,159,F5V,
DE Dra,,71,DE,193964,100221,20h 19m 36.70s,+62° 15′ 26.7″,5.71,0.39,378,B9V,spectroscopic binary
,,,,106574,59746,12h 15m 08.53s,+70° 12′ 00.3″,5.72,-0.06,468,K2III,
,,,,137443,75260,15h 22m 38.43s,+63° 20′ 30.0″,5.72,0.39,380,K4III,
,,,,128000,71111,14h 32m 30.93s,+55° 23′ 53.0″,5.74,-0.63,612,K5III,
,,,,138852,75974,15h 30m 55.91s,+64° 12′ 30.6″,5.74,0.79,318,K0III-IV,
41 Dra,,41,,166866,88136,18h 00m 09.07s,+80° 00′ 13.7″,5.74,2.12,173,K2Vvar,spectroscopic binary
,,,,172728,91315,18h 37m 33.51s,+62° 31′ 35.3″,5.74,0.16,426,A0V,
DQ Dra,,,DQ,148330,80375,16h 24m 25.33s,+55° 12′ 18.2″,5.75,0.5,366,A2svar...,α2 CVn variable
,,,,161693,86782,17h 43m 59.16s,+53° 48′ 06.3″,5.75,0.24,413,A2V,
76 Dra,,76,,199095,102208,20h 42m 35.10s,+82° 31′ 52.0″,5.75,0.55,358,A0V,
,,,,139493,76376,15h 35m 57.08s,+54° 37′ 50.0″,5.77,1.38,246,A2V,
μ Dra B,μ,21,,154906,,17h 05m 19.70s,+54° 28′ 13.0″,5.8,,,,component of the μ Dra system
,,,,142531,77738,15h 52m 16.58s,+55° 49′ 35.7″,5.81,0.6,359,G8III:,
ψ1 Dra B,ψ1,31,,162004,86620,17h 41m 58.04s,+72° 09′ 27.3″,5.81,4.07,73,G0V,"component of the ψ1 Dra system, has a planet (b)"
,,,,175824,92822,18h 54m 47.17s,+48° 51′ 35.0″,5.84,2.22,173,F3III,
,,,,119476,66798,13h 41m 29.82s,+64° 49′ 20.8″,5.85,1.69,221,A2V,
,,,,139778,76509,15h 37m 32.04s,+54° 30′ 31.6″,5.85,0.66,355,K1III:,
,,,,141675,77370,15h 47m 37.91s,+55° 22′ 35.8″,5.85,1.34,260,A3m,
,,,,161178,86219,17h 37m 08.84s,+72° 27′ 20.7″,5.87,0.91,321,G9III,
,,,,138265,75696,15h 27m 51.44s,+60° 40′ 12.8″,5.9,-0.41,595,K5III,
,,,,187340,97122,19h 44m 18.40s,+69° 20′ 13.6″,5.9,0.24,442,A2III,
,,,,133388,73507,15h 01m 27.11s,+60° 12′ 15.9″,5.91,0.91,327,A4V,
CX Dra,,,CX,174237,92133,18h 46m 43.08s,+52° 59′ 16.7″,5.91,-3.21,2173,B2.5V,γ Cas variable; Be star
,,,,182190,95038,19h 20m 16.00s,+57° 38′ 42.4″,5.91,-1.25,881,M1III,
HD 193664,,,,193664,100017,20h 17m 30.63s,+66° 51′ 10.7″,5.91,4.69,57,G3V,
,,,,149650,80991,16h 32m 25.66s,+60° 49′ 24.0″,5.92,0.86,335,A2V,
,,,,144204,78542,16h 02m 05.56s,+52° 54′ 57.6″,5.93,-1.07,819,K5III,
,,,,141472,77272,15h 46m 34.88s,+55° 28′ 28.6″,5.94,-1.58,1042,K3III,
37 Dra,,37,,168653,89448,18h 15m 17.05s,+68° 45′ 21.5″,5.96,1.26,284,K1III:,
74 Dra,,74,,196925,101082,20h 29m 27.31s,+81° 05′ 26.7″,5.96,1.96,205,K0III+...,
HD 139357,,,,139357,76311,15h 35m 16.22s,+53° 55′ 19.7″,5.97,0.55,396,K4III:,has a planet (b)
,,,,167042,89047,18h 10m 31.53s,+54° 17′ 09.4″,5.97,2.48,163,K1III,
,,,,137389,75256,15h 22m 37.25s,+62° 02′ 49.8″,5.99,0.24,461,A0sp...,
,,,,113049,63340,12h 58m 47.30s,+75° 28′ 20.9″,6,0.17,477,K0III,
,,,,161193,86561,17h 41m 21.81s,+51° 49′ 05.5″,6,0.96,332,K0III:,
,,,,172883,91525,18h 39m 52.81s,+52° 11′ 45.7″,6,-0.19,563,A0p...,
HD 113337,,,,113337,63584,13h 01m 47.15s,+63° 36′ 36.6″,6.01,3.14,122,F6V,has a planet (b)[4]
,,,,173949,91915,18h 44m 18.27s,+61° 02′ 53.1″,6.02,0.78,364,G7IV,
,,,,153956,83138,16h 59m 21.57s,+56° 41′ 18.6″,6.04,1.24,297,K1III:,
,,,,184102,95167,19h 21m 40.24s,+79° 36′ 10.4″,6.06,1.18,309,A3V,
,,,,184958,95978,19h 31m 00.29s,+70° 59′ 21.3″,6.06,-0.35,623,K2,
,,,,172569,91196,18h 36m 13.25s,+65° 29′ 18.7″,6.07,1.79,234,F0V,
,,,,83727,48017,09h 47m 18.14s,+79° 08′ 12.2″,6.09,0.56,416,F0V:,
,,,,163929,87744,17h 55m 23.62s,+55° 58′ 15.9″,6.09,2.34,184,F0IV,
,,,,127821,70952,14h 30m 46.30s,+63° 11′ 08.7″,6.1,3.59,103,F4IV,
,,,,173398,91606,18h 40m 56.40s,+62° 44′ 57.6″,6.1,0.75,383,K0III,
,,,,154633,83359,17h 02m 15.78s,+64° 36′ 02.4″,6.11,0.89,360,G5V,
40 Dra,,40,,166865,88127,18h 00m 03.37s,+80° 00′ 01.9″,6.11,2.58,166,K2Vvar,spectroscopic binary
,,,,174481,92269,18h 48m 16.09s,+48° 46′ 02.8″,6.12,2.37,183,A7III,
,,,,159870,85923,17h 33m 31.60s,+57° 33′ 31.4″,6.15,-0.67,755,A5V+...,
,,,,189900,98308,19h 58m 28.74s,+63° 32′ 03.1″,6.15,0.55,430,A3V,
,,,,154391,83289,17h 01m 16.98s,+60° 38′ 55.2″,6.16,0.99,353,K1III,
,,,,172864,90182,18h 24m 09.18s,+83° 10′ 31.6″,6.16,0.03,548,A2V,
,,,,150429,81358,16h 36m 54.99s,+63° 04′ 22.9″,6.17,0.3,487,K5,
,,,,94860,53761,10h 59m 57.02s,+77° 46′ 12.8″,6.18,0.03,553,G9III,
,,,,151199,81840,16h 42m 58.40s,+55° 41′ 23.7″,6.18,1.39,295,A2p...,
,,,,173664,91843,18h 43m 29.01s,+53° 52′ 18.5″,6.18,-1.65,1199,A2IV,
,,,,144542,78632,16h 03m 09.37s,+59° 24′ 38.9″,6.19,-0.97,883,M1III,
,,,,197508,101044,20h 29m 02.82s,+83° 37′ 31.7″,6.19,1.54,277,A4m,
,,,,80930,46410,09h 27m 51.63s,+75° 05′ 53.9″,6.2,0.39,474,A5Vs,
,,,,115612,64774,13h 16m 28.66s,+68° 24′ 28.7″,6.2,0.46,458,B9.5V,
69 Dra,,69,,190960,98401,19h 59m 36.69s,+76° 28′ 53.5″,6.2,0.17,525,M3III,
,,,,146603,79414,16h 12m 25.38s,+67° 08′ 39.4″,6.21,0.34,486,G8III,
,,,,159330,85692,17h 30m 43.56s,+57° 52′ 36.7″,6.22,-1.53,1156,K2III,
UX Dra,,,UX,183556,95154,19h 21m 35.53s,+76° 33′ 34.6″,6.22,-2.56,1863,C5II,carbon star; variable
,,,,196142,101134,20h 30m 00.72s,+72° 31′ 54.3″,6.23,-0.37,682,K4III:,
DL Dra,,,DL,129798,71876,14h 42m 03.16s,+61° 15′ 43.2″,6.24,3.09,139,F2V,δ Sct variable
,,,,175823,92731,18h 53m 46.29s,+57° 29′ 11.7″,6.24,-0.19,631,K5III:,
,,,,191174,98872,20h 04m 44.51s,+63° 53′ 24.4″,6.24,1.77,256,A2II-III,
,,,,83550,47884,09h 45m 30.96s,+78° 08′ 05.0″,6.25,-1.21,1012,K2III,
,,,,164428,87293,17h 50m 10.10s,+78° 18′ 23.5″,6.25,-0.93,891,K5,
ER Dra,,,ER,127929,71040,14h 31m 42.87s,+60° 13′ 32.1″,6.26,0.73,416,F0III,δ Sct variable
,,,,173920,91985,18h 44m 55.39s,+54° 53′ 49.9″,6.26,-1.1,967,G5III,
55 Dra,,55,,179933,94140,19h 09m 45.80s,+65° 58′ 42.4″,6.26,1.29,321,A0V,
,,,,150010,80920,16h 31m 28.30s,+72° 36′ 43.9″,6.27,0.63,438,K2III,
65 Dra,,65,,190713,98658,20h 02m 20.16s,+64° 38′ 03.8″,6.27,1.21,335,G7III:,
,,,,174205,91811,18h 43m 10.34s,+70° 47′ 34.3″,6.28,-0.08,610,K2,
DK Dra,,,DK,106677,59796,12h 15m 41.51s,+72° 33′ 04.5″,6.29,0.59,450,K0III +K0III,RS CVn variable
,,,,154099,82880,16h 56m 16.74s,+73° 07′ 40.5″,6.29,1.35,317,F0V,
,,,,155711,84021,17h 10m 30.65s,+52° 24′ 31.6″,6.3,0.73,424,B9V,
,,,,169028,89835,18h 19m 56.10s,+51° 20′ 52.6″,6.3,0.8,410,K1III:,
,,,,184936,96164,19h 33m 10.06s,+60° 09′ 31.2″,6.3,-1.54,1203,K4III,
,,,,108150,60589,12h 25m 06.38s,+63° 48′ 10.0″,6.31,0.31,516,G8III,
,,,,143187,78017,15h 55m 49.66s,+58° 54′ 42.2″,6.31,0.54,465,A0V,
,,,,148880,80710,16h 28m 43.41s,+51° 24′ 27.8″,6.31,0.91,391,G9III,
,,,,166207,88732,18h 06m 53.47s,+50° 49′ 21.4″,6.31,0.94,386,K0III,
,,,,138524,75822,15h 29m 21.13s,+62° 05′ 58.4″,6.32,-0.28,681,K5,
VW Dra,,,VW,156947,84496,17h 16m 29.45s,+60° 40′ 14.1″,6.32,0.47,482,K1.5IIIb,semiregular variable
,,,,176707,93197,18h 58m 59.40s,+50° 48′ 32.9″,6.32,0.71,432,G8III,
,,,,190252,98333,19h 58m 41.78s,+70° 22′ 00.5″,6.32,0.76,421,G8III,
,,,,191372,98890,20h 04m 53.41s,+68° 01′ 37.9″,6.32,-1.35,1116,M3IIIa,
,,,,108399,60699,12h 26m 24.47s,+71° 55′ 47.6″,6.33,0.95,389,G8III:,
,,,,145674,79125,16h 09m 02.92s,+57° 56′ 16.1″,6.33,0.88,401,A1V,
,,,,160933,86184,17h 36m 40.03s,+69° 34′ 16.5″,6.33,3.19,139,F9V,
,,,,176795,92717,18h 53m 33.20s,+75° 47′ 14.4″,6.33,-0.82,876,A1V,
,,,,105678,59291,12h 09m 47.09s,+74° 39′ 40.9″,6.34,2.05,235,F6IV,
,,,,122909,68537,14h 01m 50.70s,+68° 40′ 43.3″,6.34,0.05,592,K5,
CN Dra,,,CN,187764,97326,19h 46m 44.66s,+68° 26′ 16.8″,6.34,0.31,525,F0III,δ Sct variable
,,,,169885,90146,18h 23m 47.95s,+53° 18′ 03.1″,6.35,1.26,340,A3m,
,,,,177483,93466,19h 02m 07.04s,+52° 15′ 40.1″,6.35,-0.12,642,G8III:...,
,,,,183611,95576,19h 26m 26.46s,+62° 33′ 25.4″,6.38,-0.22,682,K5III,
,,,,82685,47260,09h 37m 56.29s,+73° 04′ 49.6″,6.39,2.18,227,F2V+...,
,,,,121146,67589,13h 50m 59.40s,+68° 18′ 55.6″,6.39,1.5,310,K2IV,
,,,,147662,79867,16h 18m 09.81s,+68° 33′ 16.0″,6.39,0.09,594,K0,
,,,,164780,87670,17h 54m 26.75s,+75° 10′ 16.4″,6.39,0.56,479,K0,
,,,,169221,89943,18h 21m 07.15s,+49° 43′ 31.5″,6.39,-0.17,668,K1III,
20 Dra,,20,,153697,82898,16h 56m 25.32s,+65° 02′ 20.6″,6.4,2.27,219,F1V,
,,,,175938,92040,18h 45m 38.06s,+79° 56′ 33.0″,6.4,1.67,288,A8V,
,,,,154319,83114,16h 59m 02.57s,+69° 11′ 10.9″,6.41,1.71,284,K0,
,,,,145694,79164,16h 09m 26.01s,+55° 49′ 44.1″,6.43,0.79,438,K0,
,,,,170811,90476,18h 27m 42.09s,+59° 32′ 56.5″,6.43,1.18,365,K0IV,
,,,,112826,63297,12h 58m 18.87s,+64° 55′ 31.8″,6.44,-0.59,832,K0,
,,,,137928,75587,15h 26m 32.17s,+54° 01′ 13.2″,6.44,1.21,363,A2IV,
,,,,158633,85235,17h 25m 00.90s,+67° 18′ 24.1″,6.44,5.9,42,K0V,
,,,,138338,75788,15h 28m 56.83s,+55° 11′ 41.5″,6.45,1.64,299,A3m,
,,,,140117,76651,15h 39m 09.52s,+57° 55′ 27.9″,6.45,0.78,443,K1III,
,,,,149198,80682,16h 28m 21.17s,+67° 02′ 38.4″,6.45,-0.18,689,M0,
,,,,178208,93733,19h 05m 09.85s,+49° 55′ 23.4″,6.45,0.19,583,K3III,
,,,,82327,47119,09h 36m 06.79s,+74° 19′ 08.0″,6.46,0.78,447,B9V,
,,,,128332,71251,14h 34m 15.70s,+57° 03′ 57.0″,6.46,4.15,95,F7V,
,,,,155328,83857,17h 08m 17.08s,+50° 50′ 32.0″,6.46,-0.17,689,A1V,
,,,,158259,85268,17h 25m 24.14s,+52° 47′ 26.9″,6.46,4.29,89,G0,
,,,,176560,93068,18h 57m 28.46s,+58° 13′ 29.7″,6.47,1.14,380,A2V,
,,,,185394,96297,19h 34m 46.34s,+63° 26′ 03.0″,6.47,0.38,539,K2,
,,,,91075,51883,10h 36m 02.02s,+80° 29′ 40.7″,6.48,0.89,428,G4III:,
,,,,100858,56716,11h 37m 42.31s,+77° 35′ 44.5″,6.49,-2.09,1698,K5,
,,,,158485,85317,17h 26m 04.85s,+58° 39′ 06.7″,6.49,1.3,356,A4V,
,,,,186340,96771,19h 40m 13.19s,+60° 30′ 25.7″,6.49,1.09,391,A5V,
,,,,167387,89104,18h 11m 07.16s,+60° 24′ 34.3″,6.5,0.76,459,A1Vnn,
,,,,176668,93053,18h 57m 17.34s,+62° 23′ 48.7″,6.5,1.65,305,G5IV comp,
,,,,184146,94604,19h 15m 07.91s,+83° 27′ 45.8″,6.5,0.61,492,A3V,
17 Dra,,17,,150118,,16h 36m 14.10s,+52° 55′ 27.0″,6.53,,,,
29 Dra,,29,,160538,85852,17h 32m 41.35s,+74° 13′ 38.2″,6.61,1.54,337,K0III,
RY Dra,,,RY,112559,63152,12h 56m 25.89s,+65° 59′ 39.9″,6.63,-1.81,1590,C7I,"carbon star; variable, *V*max = 6.5m, *V*min = 8.0m, *P* = 172 d"
HD 143105,,,,143105,77838,15h 53m 37.0s,+68° 43′ 12″,6.75,,159,F5,has a planet (b)
38 Dra,,38,,169027,89594,18h 16m 58.77s,+68° 44′ 30.1″,6.79,0.28,655,A0,
205 Dra,,205,,174343,92204,18h 47m 29.57s,+49° 25′ 55.4″,7.19,0.28,787,F5,
BY Dra,,,BY,234677,91009,18h 33m 55.77s,+51° 43′ 08.9″,8.07,5.66,54,K6Ve,prototype of the BY Dra variables
HD 156279,,,,156279,84171,17h 12m 23s,+63° 21′ 08″,8.08,,119,K0,has a planet (b)
HD 163607,,,,163607,87601,17h 53m 40s,+56° 23′ 31″,8.15,,225,G5IV,has two planets (b & c)
HIP 91258,,,,,91258,18h 36m 53.0s,+61° 42′ 09″,8.65,,146,G5V,has a planet (b)
R Dra,,,R,149880,81014,16h 32m 40.23s,+66° 45′ 17.9″,8.67,-1.42,1042,M6e,"Mira variable; *V*max = 6.7m, *V*min = 13.2m, *P* = 245.5 d"
HD 109246,,,,109246,61177,12h 32m 07.19s,+74° 29′ 22.4″,8.77,4.69,214,G0V,has a planet (b)
HD 173739,,,,173739,91768,18h 42m 46.7s,+59° 37′ 49″,8.94,11.2,11.5,M3V,"component of Struve 2398, 15th nearest star system; flare star"
HD 176693,,,,176693,,18h 59m 09.0s,+48° 25′ 23″,9,,,,"Kepler-408, has a transiting planet (b)"
HD 173740,,,,173740,91772,18h 42m 46.9s,+59° 37′ 36″,9.7,11.96,11.5,M3.5V,component of Struve 2398; flare star
Kepler-10,,,,,,19h 02m 43.06s,+50° 14′ 28.7″,10.96,4.77,564,G,has two transiting planets (b and c)
GSC 03549-02811,,,,,,19h 07m 14.04s,+49° 18′ 59.1″,11.41,4.7,718,G0V,has the transiting planet TrES-2
T Dra,,,T,,87820,17h 56m 23.31s,+58° 13′ 06.2″,12.48,6.27,568,Nev,"Mira variable; *V*max = 7.2m, *V*min = 13.5m, *P* = 421.2 d"
Kepler-447,,,,,,19h 01m 04.0s,+48° 33′ 36″,12.5,,,,has a transiting planet (b)
Kepler-4,,,,,,19h 02m 27.68s,+50° 08′ 08.7″,12.7,4.2,1631,G0,has a transiting planet (b)
HAT-P-37,,,,,,18h 57m 11s,+51° 16′ 09″,13.23,,1341,,has a transiting planet (b)
Kepler-90,,,,,,18h 57m 44.0s,+49° 18′ 19″,14,,,,"has seven transiting planets (b, c, d, e, f, g & h)"
GD 356,,,,,,16h 40m 57.16s,+53° 41′ 09.6″,15.39,13.43,65,,White dwarf with emission lines
Kepler-52,,,,,,19h 06m 57.0s,+49° 58′ 33″,15.5,,,,"has three transiting planets (b, c and d)"
Kepler-441,,,,,,18h 58m 16.0s,+49° 00′ 46″,15.5,,926,,has a transiting planet (b)
"Table legend: 
[TABLE]",,,,,,,,,,,,
