Name,B,F,G.,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
54 Vir,,54,118,LM,114846,64520,13h 13m 26.85s,−18° 49′ 35.0″,6.26,-1.73,1294,A0V,LM Vir
134 G. Vir,,,134,,115995,65119,13h 20m 41.61s,+02° 56′ 32.3″,6.26,0.77,409,A3V,
85 G. Vir,,,85,,111199,62421,12h 47m 33.42s,−06° 18′ 05.9″,6.27,2.16,216,F7V,
213 G. Vir,,,213,,122910,68776,14h 04m 37.45s,+02° 17′ 51.1″,6.28,0.85,398,K0,
20 Vir,,20,,,109217,61246,12h 33m 02.91s,+10° 17′ 44.4″,6.29,0.49,471,G8III,
208 G. Vir,,,208,,122703,68705,14h 03m 53.10s,−22° 25′ 17.8″,6.3,1.86,252,F3IV,
IQ Vir,,,13,IQ,103313,58002,11h 53m 50.30s,+00° 33′ 07.6″,6.31,0.71,430,F0V,δ Sct variable
EP Vir,,,83,EP,111133,62376,12h 47m 02.29s,+05° 57′ 01.8″,6.31,0.28,523,A0spe...,α² CVn variable
26 G. Vir,,,26,,104356,58603,12h 01m 01.75s,−01° 46′ 04.8″,6.32,-0.05,614,G8III:,
112 G. Vir,,,112,,114203,64181,13h 09m 14.27s,−09° 32′ 17.2″,6.32,0.86,403,K0,
207 G. Vir,,,207,,122577,68643,14h 03m 04.18s,−17° 22′ 01.2″,6.32,0.46,484,K2/K3III,
68 G. Vir,,,68,,109860,61637,12h 38m 04.43s,+03° 16′ 56.9″,6.33,-0.17,649,A1V,
98 G. Vir,,,98,,112495,63220,12h 57m 12.68s,−12° 04′ 00.9″,6.33,-0.14,643,K5,
185 G. Vir,,,185,,120066,67246,13h 46m 57.42s,+06° 21′ 02.3″,6.33,3.9,100,G0V,
210 G. Vir,,,210,,122837,68763,14h 04m 27.00s,−14° 58′ 18.0″,6.35,0.54,472,K1III+...,
51 G. Vir,,,51,,108471,60804,12h 27m 42.07s,+08° 36′ 37.3″,6.36,-0.35,718,G8III,
129 G. Vir,,,129,,115488,64838,13h 17m 29.89s,−00° 40′ 33.7″,6.36,2,242,F0V,
204 G. Vir,,,204,,122106,68380,13h 59m 49.30s,−03° 32′ 58.7″,6.36,1.91,253,F8V,
225 G. Vir,,,225,,124553,69564,14h 14m 21.49s,−05° 56′ 52.5″,6.36,3.27,135,F9V,
33 G. Vir,,,33,,105089,59010,12h 05m 59.83s,−03° 07′ 53.6″,6.37,0.45,498,G8III:,
29 G. Vir,,,29,,104755,58809,12h 03m 44.53s,+05° 33′ 28.6″,6.39,2.32,213,F5,
211 G. Vir,,,211,,122815,68739,14h 04m 14.57s,−05° 22′ 53.0″,6.39,1.61,295,K0,
FS Vir,,,227,FS,124681,69614,14h 14m 53.05s,+03° 20′ 09.4″,6.41,-0.57,813,M4III,
35 Vir,,35,86,,111239,62443,12h 47m 51.42s,+03° 34′ 21.8″,6.42,0.19,574,M4III,
150 G. Vir,,,150,,117267,65796,13h 29m 14.94s,−01° 21′ 51.4″,6.42,0.58,479,K0III,
221 G. Vir,,,221,,124115,69340,14h 11m 31.28s,+01° 21′ 44.4″,6.42,3.11,150,F7V,
240 G. Vir,,,240,,125490,70038,14h 19m 53.25s,−06° 44′ 46.0″,6.42,1.59,301,G5,
141 G. Vir,,,141,,116429,65381,13h 23m 57.11s,−20° 55′ 28.3″,6.44,0.63,472,K1/K2III/IV,
,,,,,116594,65417,13h 24m 30.54s,+12° 25′ 54.3″,6.44,0.35,538,K0III,
229 G. Vir,,,229,,124915,69727,14h 16m 21.41s,−06° 37′ 17.5″,6.44,2.86,170,A9III,
91 G. Vir,,,91,,112048,62915,12h 53m 38.12s,−04° 13′ 28.2″,6.45,1.36,339,K0,
96 Vir,,96,218,,123630,69127,14h 09m 00.60s,−10° 20′ 04.6″,6.45,0.3,554,G8III,
254 G. Vir,,,254,,128563,71510,14h 37m 28.49s,+02° 16′ 38.7″,6.45,1.69,292,F8,
17 Vir,,17,47,,107705,60353,12h 22m 32.14s,+05° 18′ 20.1″,6.46,4.09,97,F8V,
49 G. Vir,,,49,,107794,60418,12h 23m 15.35s,−04° 58′ 28.0″,6.47,0.75,455,K0,
233 G. Vir,,,233,,124973,69773,14h 16m 48.75s,−08° 53′ 04.0″,6.47,0.41,532,K0,
235 G. Vir,,,235,,125184,69881,14h 18m 00.57s,−07° 32′ 30.5″,6.47,3.89,107,F9V,
88 G. Vir,,,88,,111720,62743,12h 51m 22.93s,−10° 20′ 17.6″,6.48,1.11,386,G8III,
,,,,,118266,66326,13h 35m 33.37s,+10° 12′ 18.3″,6.48,1.46,329,K1III+...,
20 G. Vir,,,20,,104078,58450,11h 59m 09.38s,−10° 28′ 33.5″,6.49,-0.62,860,K2,
94 Vir,,94,215,,123177,68888,14h 06m 17.77s,−08° 53′ 30.0″,6.54,1.37,352,A0,
48 Vir,,48,107,,113459,63750,13h 03m 54.44s,−03° 39′ 47.0″,6.62,1.14,408,F0V,
S Vir,,,160,S,117833,66100,13h 33m 00.70s,−07° 11′ 42.0″,6.68,,,,variable star
62 Vir,,62,133,,115903,65074,13h 20m 20.05s,−11° 18′ 14.8″,6.73,1.17,422,K0,
28 Vir,,28,77,,110418,61969,12h 41m 57.68s,−07° 30′ 00.7″,6.81,-0.64,1006,K5,
56 Vir,,56,122,,115062,64625,13h 14m 45.13s,−10° 22′ 13.0″,6.95,0.41,661,K5,
77 Vir,,77,161,,117878,66131,13h 33m 24.56s,−07° 37′ 21.4″,7.02,2.64,245,F0,
R Vir,,,70,R,109914,61667,12h 38m 30.00s,+06° 59′ 18.0″,7.08,-2.19,2326,M4.5IIIe,variable star
HD 106515 A,,,,,106515,59743,12h 15m 07s,−07° 15′ 26″,7.35,4.61,115,G5,has a planet (b)
HD 106252,,,,,106252,59610,12h 13m 29.51s,+10° 02′ 29.9″,7.36,4.49,122,G0V,has a planet (b)
HD 114783,,,,,114783,64457,13h 12m 43.79s,−02° 15′ 54.1″,7.57,6.02,67,K0,has a planet (b)
HD 106270,,,,,106270,59625,12h 13m 37s,−09° 30′ 48″,7.73,3.08,277,G5,has a planet (b)
HD 107148,,,,,107148,60081,12h 19m 13.49s,−03° 19′ 11.2″,8.02,4.47,167,G5,has a planet (b)
HD 102329,,,,,102329,57467,11h 46m 47s,+03° 28′ 27″,8.04,2.05,515,,has a planet (b)
HD 130322,,,,,130322,72339,14h 47m 32.73s,−00° 16′ 53.3″,8.05,5.68,97,K0III,has a planet (b)
HD 109271,,,,,109271,61300,12h 33m 36.0s,−11° 37′ 19″,8.05,4.09,202,G5V,has two confirmed planets (b & c) and one unconfirmed planet (d)
HD 102195,,,,,102195,57370,11h 45m 42.29s,+02° 49′ 17.3″,8.06,5.75,95,K0,has a planet (b)
HD 125612,,,,,125612,70123,14h 20m 53.51s,−17° 28′ 53.5″,8.33,4.72,172,G3V,"has three planets (b, c & d)"
HD 126614,,,,,126614,70623,14h 26m 48.28s,−05° 10′ 40.0″,8.81,4.51,236,K0,multiple star; has a planet (b)
EQ Vir,,,,EQ,118100,66252,13h 34m 43.21s,−08° 20′ 31.3″,9.31,7.83,65,K5V,nearby flare star
DT Vir,,,,DT,,63510,13h 00m 46.58s,+12° 22′ 32.6″,9.72,9.44,37,M0.5V,"nearby variable star, has a circumbinary planet (c)"
WASP-54,,,,,,,13h 41m 49.03s,−00° 07′ 41.0″,10.42,,,,has a transiting planet (b)
HW Vir,,,,HW,,62157,12h 44m 20.24s,−08° 40′ 16.8″,10.9,4.6,590,sdB+MV,eclipsing binary of Algol type; has a planet and a brown dwarf
Ross 128,,,,,,57548,11h 47m 44.40s,+00° 48′ 16.4″,11.13,13.51,10.89,M4V,"FI Vir; 11th closest star system, flare star"
WASP-85,,,,,,,11h 43m 38.0s,+06° 33′ 49″,11.2,,,G8,has a transiting planet (b)
WASP-16,,,,,,,14h 18m 43.92s,−20° 16′ 31.8″,11.29,,,G3V,has a transiting planet (b)
MARI,,,,,,,12h 44m 20.24s,−7° 30′ 007″,6,,,,
WASP-24,,,,,,,15h 08m 51.74s,+02° 20′ 36.0″,11.35,3.78,1062,F8–9,has a transiting planet (b)
HAT-P-26,,,,,,,14h 12m 37.55s,+04° 03′ 36.13″,11.74,6.1,437,K1,has a transiting planet (b)
WASP-55,,,,,,,13h 35m 02.0s,−17° 30′ 13″,11.8,4.21,1076,G1,has a transiting planet (b)
WASP-39,,,,,,,14h 29m 18s,−03° 26′ 40″,12.11,5.3,750,G8,has a transiting planet (b)
WASP-40/HAT-P-27,,,,,,,14h 51m 04.25s,+05° 56′ 50.4″,12.21,5.66,665,G8,has a transiting planet (b)
FL Vir,,,,FL,,,12h 33m 17.38s,+09° 01′ 15.8″,12.5,14.28,14.4,M5V,flare star
WASP-37,,,,,,,14h 47m 47s,+01° 03′ 54″,12.7,5.06,1102,G2,has a transiting planet (b)
WASP-157,,,,,,,13h 26m 37.0s,−08° 19′ 03″,12.9,,,G2V,has a transiting planet (b)
Wolf 424,,,,,,,12h 30m 17.2s,+09° 01′ 15″,13.18,14.97,14.3,M5.5V,"nearby binary star, flare star"
QS Vir,,,,QS,,,13h 49m 51.95s,−13° 13′ 37.5″,14.8,11.39,156,DA+dme,has a planet (b); eclipsing binary
PSR 1257+12,,,,,,,13h 00m 01s,+12° 40′ 57″,,,980,neutron star,"Lich,[1] millisecond pulsar, has 3 planets (A, B, & C)"
"Table legend: 
[TABLE]",,,,,,,,,,,,,
