Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
55 Cnc,ρ1,55,,75732,43587,08h 52m 36.13s,+28° 19′ 53.0″,5.96,5.47,41,G8V,"Copernicus,[1] binary star; has five planets (b, c, d, e, f)"
μ1 Cnc,μ1,9,BL,66875,39659,08h 06m 18.40s,+22° 38′ 07.8″,5.97,-0.45,626,M3III,"semiregular variable, *V*max = 5.97m, *V*min = 6.04m"
5 Cnc,,5,,65873,39236,08h 01m 30.29s,+16° 27′ 19.2″,5.99,0.19,472,B9.5Vn,
HD 68461,,,,68461,40231,08h 12m 59.74s,+16° 30′ 51.7″,6.03,-0.02,528,G8III,
HD 72617,,,,72617,42049,08h 34m 13.35s,+08° 27′ 08.5″,6.04,2.22,189,F3IV,
79 Cnc,,79,,78715,45033,09h 10m 20.86s,+21° 59′ 47.1″,6.04,0.49,420,G8III,
RS Cnc,,,RS,78712,45058,09h 10m 38.81s,+30° 57′ 47.6″,6.04,0.61,397,M6S,"Technetium star; semiregular variable, *V*max = 5.33m, *V*min = 6.94m, *P* 
= 242.2 d"
HD 65257,,,,65257,38975,07h 58m 31.48s,+16° 31′ 07.3″,6.05,-2.11,1399,K0,suspected variable
HD 65522,,,,65522,39067,07h 59m 35.07s,+13° 14′ 31.9″,6.05,1.22,301,K2,
28 Cnc,,28,CX,71496,41574,08h 28m 36.80s,+24° 08′ 42.2″,6.05,1.45,271,F0Vn,"δ Sct variable, Δ*V* = 0.025m, *P* = 0.096 d"
67 Cnc,,67,,77190,44342,09h 01m 48.88s,+27° 54′ 10.0″,6.07,2.23,191,A8Vn,suspected variable
HD 68099,,,,68099,40085,08h 11m 16.60s,+09° 49′ 16.6″,6.08,-1.06,872,B6III,
21 Cnc,,21,,70734,41163,08h 23m 55.21s,+10° 37′ 55.6″,6.11,-1.56,1113,M2III,suspected variable
25 Cnc,d2,25,,71030,41319,08h 25m 49.99s,+17° 02′ 47.9″,6.11,2.85,147,F6V,
46 Cnc,,46,,74485,42954,08h 45m 21.42s,+30° 41′ 51.9″,6.12,0.3,477,G5III,
φ2 Cnc A,φ2,23,,71150,41404,08h 26m 47.08s,+26° 56′ 07.7″,6.14,1.5,276,A3V,component of the φ2 Cnc system; suspected variable
HD 80546,,,,80546,45896,09h 21m 27.17s,+32° 54′ 07.9″,6.16,1.22,317,K3III,
HD 76508,,,,76508,43957,08h 57m 08.30s,+17° 08′ 37.8″,6.17,0.82,384,K1III,
φ2 Cnc B,φ2,23,,71151,,08h 26m 47.00s,+26° 56′ 07.0″,6.19,1.55,276,A6V,component of the φ2 Cnc system
HD 76629,,,,76629,44010,08h 57m 42.03s,+09° 23′ 16.0″,6.19,-1.15,956,G8III,
HD 66552,,,,66552,39535,08h 04m 45.32s,+18° 50′ 31.4″,6.21,1.4,299,B9V,
HD 66684,,,,66684,39607,08h 05m 37.05s,+27° 31′ 47.1″,6.21,-1.08,934,A0V,"suspected variable, *V*max = 6.16m, *V*min = 6.21m"
4 LMi,,-4,,73596,42538,08h 40m 18.31s,+31° 56′ 31.1″,6.21,1.05,350,F5III,suspected variable
HD 67959,,,,67959,40058,08h 10m 58.90s,+14° 37′ 46.3″,6.22,-0.04,581,A1V,
12 Cnc,,12,,67483,39874,08h 08m 42.44s,+13° 38′ 27.4″,6.25,1.59,278,F3V,
53 Cnc,,53,BO,75716,43575,08h 52m 28.60s,+28° 15′ 33.0″,6.25,-0.92,886,M3III,"slow irregular variable, *V*max = 5.9m, *V*min = 6.37m"
61 Cnc,,61,,76572,44031,08h 57m 58.63s,+30° 14′ 01.5″,6.25,2.75,164,F6V,
HD 72505,,,,72505,42010,08h 33m 45.06s,+13° 15′ 26.7″,6.26,1.4,306,K0III,
HD 69478,,,,69478,40617,08h 17m 31.66s,+08° 51′ 58.8″,6.28,-1.28,1062,G8III,
ε Cnc,ε,41,,73731,42556,08h 40m 27.03s,+19° 32′ 41.4″,6.29,0.16,548,Am,in Beehive Cluster
HD 65735,,,,65735,39180,08h 00m 48.10s,+19° 48′ 58.4″,6.3,1.18,345,K1III,
FZ Cnc,,,FZ,76830,44126,08h 59m 10.76s,+18° 08′ 06.1″,6.3,-0.35,697,M4IIIvar,semiregular variable
4 Cnc,ω2,4,,65856,39263,08h 01m 43.77s,+25° 05′ 22.0″,6.32,0,598,A1V,
HD 72943,,,,72943,42187,08h 36m 07.71s,+15° 18′ 49.3″,6.33,1.77,267,F0IV,
HD 65757,,,,65757,39194,08h 01m 00.79s,+23° 34′ 59.4″,6.34,1.7,276,K1III-IV,
υ2 Cnc,υ2,32,,72324,41940,08h 33m 00.14s,+24° 05′ 05.7″,6.35,0.8,421,G9III,
54 Cnc,,54,,75528,43454,08h 51m 01.53s,+15° 21′ 01.7″,6.36,3.35,130,G2IV,
HD 68776,,,,68776,40354,08h 14m 21.01s,+13° 02′ 54.0″,6.39,-0.49,776,G8III,
39 Cnc,,39,,73665,42516,08h 40m 06.44s,+20° 00′ 28.1″,6.39,0.11,587,K0III,in Beehive Cluster; suspected variable
HD 78175,,,,78175,44768,09h 07m 27.01s,+22° 58′ 51.1″,6.39,2.54,192,F5V,
X Cnc,,,X,76221,43811,08h 55m 22.88s,+17° 13′ 52.5″,6.4,-3.95,3622,"C6,4","semiregular variable, *V*max = 5.69m, *V*min = 6.94m, *P* = 180 d"
HD 80064,,,,80064,45614,09h 17m 51.36s,+11° 30′ 04.1″,6.4,0.3,542,A2IV,
HD 75469,,,,75469,43427,08h 50m 45.13s,+18° 49′ 56.1″,6.41,-0.43,762,A2Vs,
HD 69629,,,,69629,40675,08h 18m 14.43s,+15° 40′ 40.6″,6.42,0.56,485,K0,
HD 73710,,,,73710,42549,08h 40m 22.11s,+19° 40′ 11.9″,6.42,-0.41,756,K0III,in Beehive Cluster
ψ1 Cnc,ψ1,13,,67690,40007,08h 10m 13.12s,+25° 50′ 40.4″,6.44,-1.06,1032,K0,
HD 73599,,,,73599,42462,08h 39m 24.57s,+08° 01′ 03.6″,6.46,0.32,551,K1III,
HD 77660,,,,77660,44574,09h 04m 55.12s,+32° 22′ 37.2″,6.46,1.96,259,A8V,
HD 67542,,,,67542,39958,08h 09m 35.19s,+29° 05′ 35.1″,6.47,-3.93,3928,G0II,
HD 68703,,,,68703,40342,08h 14m 11.14s,+17° 40′ 33.3″,6.47,1.45,329,A0Vne...,
HD 78234,,,,78234,44825,09h 08m 04.21s,+32° 32′ 25.6″,6.47,1.32,349,F2V,
34 Cnc,,34,,72359,41904,08h 32m 39.87s,+10° 03′ 57.7″,6.48,0.38,541,A1V,suspected variable
HD 78661,,,,78661,44984,09h 09m 46.45s,+11° 33′ 52.3″,6.48,3.6,123,F2p,suspected variable
HD 79248,,,,79248,45272,09h 13m 37.27s,+21° 16′ 59.6″,6.48,0.57,496,A2V,
HD 76908,,,,76908,44148,08h 59m 26.89s,+13° 04′ 27.9″,6.49,-1.5,1294,K5III,
81 Cnc,π1,81,,79096,45170,09h 12m 17.87s,+14° 59′ 43.6″,6.49,4.93,67,G9V,
HD 72115,,,,72115,41833,08h 31m 41.31s,+18° 59′ 16.0″,6.5,-0.99,1025,K0,
24 Cnc A,,24,,71152,41389,08h 26m 39.82s,+24° 32′ 03.7″,6.51,2.11,248,F0III,component of the 24 Cnc system; suspected variable
37 Cnc,,37,,73316,42353,08h 38m 05.19s,+09° 34′ 28.7″,6.54,1.25,373,A1V,
35 Cnc,,35,,72779,42133,08h 35m 19.47s,+19° 35′ 24.3″,6.55,0.28,585,G0III,
ι Cnc B,ι,48,,74738,43100,08h 46m 40.00s,+28° 45′ 54.6″,6.58,2.77,188,G8II...,component of the ι Cnc system
40 Cnc,,40,,73666,42523,08h 40m 11.47s,+19° 58′ 16.2″,6.61,0.4,570,A1V,in Beehive Cluster; blue straggler
83 Cnc,,83,,80218,45699,09h 18m 58.91s,+17° 42′ 20.4″,6.61,3.64,128,F5,
38 Cnc,,38,BT,73575,42485,08h 39m 42.68s,+19° 46′ 42.5″,6.66,0.59,531,F0III,"in Beehive Cluster; δ Sct variable, Δ*V* = 0.06m, *P* = 0.10 d"
70 Cnc,,70,,77557,44512,09h 04m 09.87s,+27° 53′ 53.9″,6.67,0.33,605,A1V,
2 LMi,,-2,,73427,42472,08h 39m 31.87s,+32° 30′ 56.2″,6.69,-1.18,1220,K5,
3 LMi,,-3,,73508,42503,08h 39m 56.35s,+32° 43′ 38.2″,6.71,0.66,528,K0,
EP Cnc,,,EP,73819,42600,08h 40m 56.30s,+19° 34′ 49.2″,6.76,0.6,556,A6Vn,"in Beehive Cluster; δ Sct variable, Δ*V* = 0.03m"
42 Cnc,,42,,73785,42578,08h 40m 43.23s,+19° 43′ 09.6″,6.83,0.87,506,A9III,in Beehive Cluster
7 Cnc,,7,,66347,39447,08h 03m 50.48s,+22° 04′ 14.9″,6.84,0.28,668,K0,
80 Cnc,,80,,79009,45153,09h 11m 56.93s,+18° 02′ 39.0″,6.87,1.08,470,A0,
78 Cnc,,78,,78479,44918,09h 09m 02.31s,+17° 28′ 10.7″,7.18,0.5,706,K3III,
VZ Cnc,,,VZ,73857,42594,08h 40m 52.13s,+09° 49′ 27.1″,7.18,1.21,509,A9III,"double-mode δ Sct variable, *V*max = 7.18m, *V*min = 7.91m, *P* = 0.18 d"
ADS 7284,,,IP,79969,45617,09h 17m 53.46s,+28° 33′ 37.9″,7.21,6.03,56.28,K3V,"BY Dra variable, Δ*V* = 0.02m, *P* = 43.4 d"
52 Cnc,,52,,75558,43463,08h 51m 10.83s,+15° 59′ 57.8″,7.38,1.03,607,G5,
V Cnc,,,V,70276,40977,08h 21m 42.84s,+17° 17′ 07.2″,7.5,,,S0-6/6e,"Mira variable, *V*max = 7.5m, *V*min = 13.9m, *P* = 270 d"
T Cnc,,,T,,43905,08h 56m 40.15s,+19° 50′ 57.0″,7.6,,,C,"semiregular variable, *V*max = 7.6m, *V*min = 10.5m, *P* = 482 d"
BU Cnc,,,BU,73576,,08h 39m 44.67s,+19° 16′ 30.8″,7.68,1.44,577,A7Vn,"in Beehive Cluster; δ Sct variable, Δ*V* = 0.03m, *P* = 0.071 d"
BN Cnc,,,BN,73763,,08h 40m 39.24s,+19° 13′ 41.8″,7.8,1.56,577,A9V,"in Beehive Cluster; δ Sct variable, Δ*V* = 0.03m, *P* = 0.039 d"
24 Cnc B,,24,,71153,,08h 26m 40.10s,+24° 32′ 07.0″,7.81,,,,component of the 24 Cnc system
BY Cnc,,,BY,74050,42705,08h 42m 10.81s,+18° 56′ 03.7″,7.91,2.21,451,A7Vn,"in Beehive Cluster; δ Sct variable, Δ*V* = 0.01m, *P* = 0.058 d"
HD 74028,,,BX,74028,,08h 42m 06.50s,+19° 24′ 40.5″,7.96,1.72,577,A7V,"in Beehive Cluster; δ Sct variable, Δ*V* = 0.02m, *P* = 0.044 d"
44 Cnc,,44,,74200,42791,08h 43m 08.36s,+18° 09′ 02.0″,8.03,1.29,726,K0,
HD 79498,,,,79498,45406,09h 15m 09s,+23° 22′ 32″,8.03,4.72,150,G5,has a planet (b)
71 Cnc,,71,,77802,44637,09h 05m 45.52s,+17° 23′ 24.5″,8.1,1.53,672,A2,
CY Cnc,,,CY,73345,,08h 38m 37.86s,+19° 59′ 23.1″,8.14,1.88,582,F0V,"in Beehive Cluster; δ Sct variable, Δ*V* = 0.02m, *P* = 0.1 d"
BQ Cnc,,,BQ,73729,,08h 40m 26.75s,+20° 10′ 55.2″,8.19,1.95,577,F2Vn,"in Beehive Cluster; δ Sct variable, Δ*V* = 0.02m, *P* = 0.074 d"
HD 73534,,,,73534,42446,08h 39m 15.80s,+12° 57′ 37.3″,8.24,3.3,316,G5IV,has a planet (b)
BR Cnc,,,BR,73175,42319,08h 37m 40.71s,+19° 31′ 06.3″,8.26,1.91,608,F0Vn,"in Beehive Cluster; δ Sct variable, Δ*V* = 0.02m, *P* = 0.038 d"
S Cnc,,,S,74307,42853,08h 43m 56.14s,+19° 02′ 03.0″,8.35,1.03,950,"B9.5V+
G8-9III-IV","Algol variable, *V*max = 8.29m, *V*min = 10.25m, *P* = 9.48 d"
BW Cnc,,,BW,73798,,08h 40m 52.48s,+20° 15′ 59.5″,8.48,2.24,577,F0Vn,"in Beehive Cluster; δ Sct variable, Δ*V* = 0.01m, *P* = 0.072 d"
TW Cnc,,,TW,71780,,08h 29m 37.32s,+12° 27′ 20.3″,8.49,,,G8III+...,"Algol variable, *V*max = 8.5m, *V*min = 8.97m, *P* = 70.76 d"
U Cnc,,,U,72863,,08h 35m 46.29s,+18° 53′ 44.5″,8.5,,,M2e,"Mira variable, *V*max = 8.5m, *V*min = 15.5m, *P* = 306 d"
BS Cnc,,,BS,73450,,08h 39m 09.10s,+19° 35′ 32.6″,8.59,2.35,577,A9V,"in Beehive Cluster; δ Sct variable, Δ*V* = 0.02m, *P* = 0.051 d"
R Cnc,,,R,69243,40534,08h 16m 33.90s,+11° 43′ 35.0″,8.64,-0.36,2060,M6.5-9e,"Mira variable, *V*max = 6.07m, *V*min = 11.9m, *P* = 357 d"
BV Cnc,,,BV,73746,,08h 40m 32.97s,+19° 11′ 39.6″,8.65,2.41,577,F0V,"in Beehive Cluster; δ Sct variable, Δ*V* = 0.02m, *P* = 0.21 d"
RZ Cnc,,,RZ,73343,42432,08h 39m 08.54s,+31° 47′ 44.4″,8.67,0.48,1420,K2III,"RS CVn variable, *V*max = 8.67m, *V*min = 10.03m, *P* = 21.64 d"
HD 74721,,,,74721,43018,08h 45m 59.26s,+13° 15′ 48.6″,8.72,,,A0V,horizontal branch star
HD 77065,,,,77065,44259,09h 00m 47.0s,+21° 27′ 13″,8.8,6.3,103,G5,has a planet (b)
UU Cnc,,,UU,,39341,08h 02m 30.90s,+15° 10′ 41.9″,8.85,,,K4III...,"β Lyr variable, *V*max = 8.68m, *V*min = 9.35m, *P* = 96.71 d"
HIP 41378,,,,,41378,08h 26m 28.0s,+10° 04′ 49″,8.9,3.58,378,,"has five planets (b, c, d, e & f)"
RX Cnc,,,RX,68775,40388,08h 14m 43.54s,+24° 44′ 05.3″,9.2,1.92,931,M8,semiregular variable
WY Cnc,,,WY,,44349,09h 01m 55.45s,+26° 41′ 22.7″,9.6,5.05,264.6,G5V,"RS CVn variable, *V*max = 9.51m, *V*min = 10.14m, *P* = 0.83 d"
TX Cnc,,,TX,,,08h 40m 01.70s,+18° 59′ 59.5″,9.97,3.55,626,G0-G1V,"in Beehive Cluster; W UMa variable, *V*max = 10m, *V*min = 10.35m, *P* = 
0.38 d"
RU Cnc,,,RU,,42303,08h 37m 30.13s,+23° 33′ 41.6″,10.2,2.97,911,F9V:+...,"RS CVn variable, *V*max = 10.1m, *V*min = 11.25m, *P* = 10.17 d"
TU Cnc,,,TU,,,08h 52m 16.65s,+09° 05′ 18.8″,10.53,,,A2,Algol variable
SY Cnc,,,SY,,,09h 01m 03.32s,+17° 53′ 56.2″,10.6,,,G8V,Z Cam variable
EX Cnc,,,EX,,,08h 51m 34.32s,+11° 51′ 10.5″,10.95,1.34,2720,A7,"in Messier 67; δ Sct variable, Δ*V* = 0.05m, *P* = 0.049 d"
TT Cnc,,,TT,,41936,08h 32m 55.18s,+13° 11′ 28.5″,11.1,,,F0,"RR Lyr variable, *V*max = 10.93m, *V*min = 11.57m, *P* = 0.56 d"
ES Cnc,,,ES,,,08h 51m 20.79s,+11° 53′ 26.2″,11.16,1.55,2720,F4,"in Messier 67; RS CVn variable, *V*max = 11.16m, *V*min = 11.28m, *P* = 
1.07 d"
HAT-P-31,,,,,,08h 06m 09s,+26° 25′ 36″,11.66,3.91,1155,,has a transiting planet (b)
CU Cnc,,,CU,,41824,08h 31m 37.57s,+19° 23′ 39.4″,11.8,11.58,36.07,M5Ve,"Algol variable and flare star, *V*max = 11.68m, *V*min = 11.80m, *P* = 
2.77 d"
WASP-65,,,,,,08h 53m 18.0s,+08° 31′ 23″,11.9,4.44,1011,G6,has a transiting planet (b)
SS Cnc,,,SS,,,08h 06m 25.60s,+23° 15′ 05.7″,12.11,,,A8.5,"RR Lyr variable, *V*max = 11.49m, *V*min = 12.72m, *P* = 0.37 d"
EW Cnc,,,EW,,,08h 51m 32.58s,+11° 50′ 40.6″,12.27,2.66,2720,F0,"in Messier 67; δ Sct variable, Δ*V* = 0.02m, *P* = 0.053 d"
HV Cnc,,,HV,,,08h 51m 17.99s,+11° 45′ 54.2″,12.73,3.12,2720,,in Messier 67; Algol variable
EV Cnc,,,EV,,,08h 51m 28.15s,+11° 49′ 27.5″,12.78,3.17,2720,F3,"in Messier 67; W UMa variable, Δ*V* = 0.13m, *P* = 0.44 d"
AD Cnc,,,AD,,,08h 46m 20.10s,+10° 20′ 07.2″,13.1,,,K0V,"W UMa variable, *V*max = 13.1m, *V*min = 13.4m, *P* = 0.28 d"
HAT-P-43,,,,,,08h 35m 42.0s,+10° 12′ 24″,13.36,,1771,,has a transiting planet (b)
AH Cnc,,,AH,,,08h 51m 37.85s,+11° 50′ 57.1″,13.41,3.8,2720,F7V,"in Messier 67; W UMa variable, *V*max = 13.31m, *V*min = 13.96m, *P* = 
0.36 d"
HU Cnc,,,HU,,,08h 51m 13.36s,+11° 51′ 40.1″,13.61,4,2720,G8IV,"in Messier 67; RS CVn variable, *V*max = 13.45m, *V*min = 13.61m, *P* = 
18.39 d"
AC Cnc,,,AC,,,08h 44m 27.11s,+12° 52′ 31.9″,13.8,,,K1-3V,"Algol variable and nova-like star, *V*max = 13.8m, *V*min = 15.4m, *P* = 
0.30 d"
G 9-38,,,EI,,,08h 58m 15.19s,+19° 45′ 47.1″,,,17.2,M5.5V,flare star
YBP 1194,,,,,,08h 51m 00.81s,+11° 48′ 52.8″,14.61,5,2720,G5V,in Messier 67; solar twin; has 3 planets
DX Cnc,,,DX,,,08h 29m 49.35s,+26° 46′ 33.7″,14.81,17.01,11.82,M6.5V,flare star
AT Cnc,,,AT,,,08h 28m 36.93s,+25° 20′ 03.0″,15.2,,,DAe...,"Z Cam variable, *V*max = 12.57m, *V*min = 15.2m, *P* = 0.20 d"
LHS 2090,,,,,,09h 00m 23.59s,+21° 50′ 05.4″,16.1,17.08,20.782,M6.5V,
YZ Cnc,,,YZ,,,08h 10m 56.65s,+28° 08′ 33.5″,16.3,,,,"SU UMa variable, *V*max = 10.5m, *V*min = 16.3m, *P* = 0.087 d"
EG Cnc,,,EG,,,08h 43m 03.99s,+27° 51′ 49.7″,17,,,,"WZ Sge variable, *V*max = 11.9m, *V*min = 17.0m, *P* = 0.060 d"
DW Cnc,,,DW,,,07h 58m 53.05s,+16° 16′ 45.2″,17.5,,,O...,"dwarf nova, *V*max = 11.36m, *V*min = 17.5m, *P* = 0.0060 d"
AZ Cnc,,,AZ,,,08h 40m 29.75s,+18° 14′ 09.2″,17.59,16.86,45.7,M6.0V,flare star
GY Cnc,,,GY,,,09h 09m 50.55s,+18° 49′ 47.5″,17.8,,,,"dwarf nova and eclipsing binary, *V*max = 12.5m, *V*min = 17.8m, *P* = 
0.18 d"
AR Cnc,,,AR,,,09h 22m 07.55s,+31° 03′ 14.5″,18.7,,,,"dwarf nova and Algol variable, *V*max = 15.3m, *V*min = 18.7m, *P* = 0.21 d"
RX J0806.3+1527,,,HM,,,08h 06m 22.95s,+15° 27′ 31.1″,,,160,,AM Canum Venaticorum star
AK Cnc,,,AK,,,08h 55m 21.18s,+11° 18′ 15.3″,,,,,SU UMa variable
CC Cnc,,,CC,,,08h 36m 19.15s,+21° 21′ 05.3″,,,,K0V,SU UMa variable
PSR B0823+26,,,,,,08h 26m 51.44s,+26° 37′ 22.8″,,,,,pulsar
"Table legend: 
[TABLE]",,,,,,,,,,,,
