Name,B,F,Var,HD,HIP,RA,Dec,"vis.
mag.","abs.
mag.",Dist. (ly),Sp. class,Notes
FZ CMa,,,FZ,52942,33953,07h 02m 42.61s,−11° 27′ 11.6″,8.14,,1350,B2IVn,"Algol variable, *V*max = 8.05m, *V*min = 8.44m, *P* = 1.27306 d"
HD 45677,,,FS,45677,30800,06h 28m 17.42s,−13° 03′ 11.1″,8.5,,908,Bpshe,"prototype FS CMa variable, *V*max = 7.35m, *V*min = 8.58m"
Z CMa,,,Z,53179,34042,07h 03m 43.16s,−11° 33′ 06.2″,8.8,,2630,Bpe,"EXor and FU Ori variable, *V*max = 8.2m, *V*min = 10.6m"
HD 43197,,,,43197,29550,06h 13m 35.66s,−29° 53′ 50.2″,8.95,5.25,179,G9IV-V,has a planet (b)
SW CMa,,,SW,54520,34431,07h 08m 15.24s,−22° 26′ 25.3″,9.16,,2230,A3IV,"Algol variable, *V*max = 9.15m, *V*min = 9.68m, *P* = 10.091988 d"
WASP-101,,,,,,06h 33m 24.0s,−23° 29′ 10″,10.3,,,F6,has a transiting planet (b)
HD 56925,,,,56925,35378,07h 18m 29.13s,−13° 13′ 01.5″,11.4,,3700,WN4-s,Wolf–Rayet star at center of NGC 2359
DZ CMa,,,DZ,,,07h 16m 59.33s,−15° 18′ 25.4″,11.6,,,G0,"double-mode Cepheid variable, *V*max = 11.6m, *V*min = 12.4m, *P* = 2.311 d"
HATS-4,,,,,,06h 16m 27.0s,−21° 27′ 11″,13.5,,1370,,has a planet (b)
EUVE J0720-317,,,IN,,,07h 20m 47.91s,−31° 47′ 02.7″,14.64,,,DA.9,"re-radiating binary system, *V*max = 14.64m, *V*min = 14.89m, *P* = 
1.262396 d"
RX J0720.4-3125,,,,,,07h 20m 24.96s,−31° 25′ 50.2″,26.6,,1174,,one of the nearest neutron stars
PSR B0628-28,,,,,,06h 30m 49.48s,−28° 34′ 43.1″,,,,,pulsar
CX CMa,,,,,,07h 22m 00.9896s,−25° 52′ 35.912″,9.6,,6000-7000,B5V,"eclipsing binary, *V*max = 9.9m, *V*min = 10.6m, *P* = 0.954625 d"
"Table legend: 
[TABLE]",,,,,,,,,,,,
